"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
2015-06-30,234577658,234577658,1,9588000000,1714000000,6445000000,1336000000,3143000000,0,0,7144000000,4231000000,1298000000,127000000,127000000,0.54,0.53,0,254000000,-113000000,93000000,234000000,530000000,113000000,81.66,86.39,76.92,0.2211,0.0769,13.4,6.01,26.69,0,0,1.3462,0.3278,0.1407,0.55,0.6,1.2829
2015-03-31,236788515,236788515,1,9335000000,1498000000,6117000000,1501000000,3218000000,0,0,7178000000,3757000000,1275000000,178000000,178000000,0.75,0.73,0,346000000,-90000000,-254000000,2000000,296000000,90000000,75.05,80.97,69.13,0.2272,0.0815,13.59,5.44,25.18,0,0,1.1675,0.3447,0.1496,0.54,1.08,0.998
2014-12-31,238692815,238692815,1,9337000000,1486000000,6042000000,1486000000,3295000000,0,0,7212000000,3711000000,1316000000,181000000,181000000,0.75,0.73,0,347000000,-67000000,-395000000,-115000000,294000000,67000000,66.91,73.27,60.55,0.2205,0.0801,13.8,4.72,21.58,0,0,1.1263,0.3529,0.1488,0.54,1.17,1
2014-09-30,243966081,243966081,1,9438000000,1579000000,5976000000,1397000000,3462000000,0,0,7254000000,3756000000,1263000000,239000000,239000000,0.96,0.95,0,390000000,-70000000,-240000000,80000000,409000000,75000000,62.89,66.11,59.68,0.2274,0.084,14.19,4.51,22.83,0,0,1.0849,0.3668,0.1584,0.53,1.29,1.1303
2014-06-30,249219225,249219225,1,9403000000,1525000000,5928000000,1368000000,3475000000,0,0,7287000000,3756000000,1253000000,166000000,166000000,0.66,0.65,0,277000000,-79000000,-176000000,22000000,329000000,80000000,58.59,62.27,54.91,0.2045,0.0755,13.94,4.24,21.94,0,0,1.0809,0.3696,0.1442,0.52,0.79,1.1148
2014-03-31,249228029,249228029,1,9473000000,1547000000,6030000000,1438000000,3443000000,0,0,7316000000,3756000000,1234000000,168000000,168000000,0.66,0.65,0,292000000,-70000000,-315000000,-93000000,307000000,70000000,56.48,59.28,53.68,0.2004,0.0738,13.81,4.01,23.05,0,0,1.0909,0.3635,0.1428,0.52,0.89,1.0758
2013-12-31,254486523,254486523,1,9513000000,1572000000,5928000000,1332000000,3585000000,0,0,7358000000,3756000000,1263000000,221000000,221000000,0.86,0.85,0,355000000,-64000000,-212000000,79000000,400000000,65000000,54.12,59.28,48.95,0.1851,0.0683,14.09,4.04,23.95,0,0,1.0477,0.3769,0.1346,0.51,1.14,1.1802
2013-09-30,128969152,257938304,2,9456000000,1527000000,5996000000,1228000000,3460000000,0,0,7397000000,3929000000,1201000000,159000000,159000000,1.22,1.21,0,279000000,-74000000,-204000000,1000000,321000000,61000000,47.37,51.6,43.14,0.1752,0.0656,13.41,3.56,21.88,0,0,1.1355,0.3659,0.1287,0.51,0.85,1.2435
2013-06-30,130090406,260180812,2,9434000000,1454000000,5971000000,1173000000,3463000000,0,0,7440000000,3951000000,1198000000,151000000,151000000,1.14,1.13,0,169000000,64000000,-269000000,-36000000,320000000,52000000,43.88,45.58,42.19,0.1719,0.0652,13.31,3.34,20.08,0,0,1.1409,0.3671,0.1267,0.51,0.45,1.2396
2013-03-31,133162609,266325218,2,9563000000,1453000000,6066000000,1190000000,3497000000,0,0,7483000000,4047000000,1152000000,117000000,117000000,0.88,0.86,0,225000000,-39000000,-188000000,-2000000,356000000,58000000,41.74,43.96,39.52,0.1776,0.0683,13.13,3.26,18.76,0,0,1.1573,0.3657,0.1317,0.52,0.63,1.221
2012-12-31,133503529,267007058,2,8497000000,1412000000,5080000000,1105000000,3417000000,0,0,6479000000,3228000000,1156000000,179000000,179000000,1.35,1.32,0,None,None,None,51000000,358000000,49000000,38.36,40.63,36.09,0.186,0.0722,12.8,3.14,18.53,0,0,0.9447,0.4021,0.1363,0.53,None,1.2778
2012-09-30,133472676,266945352,2,8453000000,1325000000,5195000000,1051000000,3258000000,0,0,6501000000,3447000000,1118000000,139000000,139000000,1.03,1.02,0,163000000,-24000000,-132000000,5000000,307000000,44000000,35.58,37.18,33.98,0.1771,0.0678,12.2,2.97,17.75,0,0,1.058,0.3854,0.1281,0.53,0.45,1.2607
2012-06-30,135669589,271339178,2,8416000000,1283000000,5163000000,1235000000,3253000000,0,0,6532000000,3237000000,1100000000,161000000,161000000,1.18,1.17,0,None,None,None,-9000000,302000000,44000000,34.2,36.15,32.24,0.1749,0.0664,11.99,2.9,19.77,0,0,0.9951,0.3865,0.127,0.52,None,1.0389
2012-03-31,136482654,272965308,2,8484000000,1316000000,5269000000,1353000000,3215000000,0,0,6572000000,3218000000,1108000000,132000000,132000000,0.95,0.94,0,236000000,-58000000,-204000000,-26000000,311000000,58000000,31.88,35,28.76,0.1548,0.0581,11.78,2.71,19.44,0,0,1.0009,0.3789,0.1119,0.52,0.65,0.9727
2011-12-31,138588647,277177294,2,8548000000,1356000000,5290000000,1384000000,3258000000,0,0,6601000000,3216000000,1161000000,143000000,143000000,1.01,1.01,0,None,None,None,56000000,337000000,48000000,27.66,30.64,24.68,0.1494,0.0561,11.75,2.47,18.14,0,0,0.9871,0.3811,0.1088,0.52,None,0.9798
2011-09-30,140859018,281718036,2,8451000000,1211000000,5299000000,1042000000,3152000000,0,0,6659000000,3514000000,1063000000,127000000,127000000,0.9,0.89,0,263000000,-462000000,-195000000,-394000000,281000000,42000000,28.54,32.7,24.38,0.1412,0.0533,11.19,2.62,18.84,0,0,1.1148,0.373,0.1046,0.51,0.78,1.1622
2011-06-30,141552439,283104878,2,8396000000,1523000000,5310000000,1154000000,3086000000,0,0,6247000000,3350000000,1065000000,90000000,90000000,0.63,0.62,0,None,None,None,158000000,675000000,46000000,31.34,32.45,30.23,0.1419,0.0537,10.9,2.87,19.35,0,0,1.0855,0.3676,0.1067,0.5,None,1.3198
2011-03-31,143611172,287222344,2,8257000000,1346000000,5119000000,946000000,3138000000,0,0,6283000000,3352000000,1048000000,112000000,112000000,0.77,0.76,0,283000000,-111000000,-218000000,-46000000,517000000,56000000,30.41,31.94,28.88,0.1532,0.0584,10.93,2.75,18.6,0,0,1.0682,0.38,0.1167,0.5,0.79,1.4228
2010-12-31,146077101,292154202,2,8281000000,1417000000,5052000000,891000000,3229000000,0,0,6256000000,3353000000,1078000000,116000000,116000000,0.79,0.78,0,297000000,39000000,-516000000,-180000000,563000000,46000000,28.44,30.32,26.55,0.1563,0.0594,11.05,2.62,17.5,0,0,1.0384,0.3899,0.12,0.5,0.86,1.5903
2010-09-30,148720374,297440748,2,8614000000,1733000000,5386000000,1114000000,3228000000,0,0,6288000000,3453000000,1025000000,132000000,132000000,0.88,0.87,0,251000000,-64000000,218000000,405000000,743000000,45000000,24.99,27.55,22.43,0.1594,0.0595,10.85,2.4,16.02,0,0,1.0697,0.3747,0.1225,0.49,0.69,1.5557
2010-06-30,150104161,300208322,2,8182000000,1146000000,5061000000,846000000,3121000000,0,0,6316000000,3381000000,1022000000,127000000,127000000,0.84,0.83,0,167000000,-43000000,-202000000,-78000000,338000000,42000000,25.05,27.64,22.46,0.158,0.0566,10.4,2.45,15.71,0,0,1.0833,0.3814,0.1193,0.47,0.42,1.3546
2010-03-31,152610235,305220470,2,8309000000,1244000000,5191000000,990000000,3118000000,0,0,6339000000,3381000000,1008000000,121000000,121000000,0.79,0.79,0,257000000,-33000000,-171000000,53000000,416000000,42000000,24.09,25.79,22.4,0.1661,0.0565,10.22,2.43,15.75,0,0,1.0843,0.3753,0.1222,0.46,0.7,1.2566
2009-12-31,152320404,304640808,2,8378000000,1277000000,5352000000,1161000000,3026000000,0,0,6377000000,3382000000,1009000000,118000000,118000000,0.77,0.76,0,216000000,-43000000,-879000000,-706000000,363000000,47000000,23.76,25,22.52,0.1658,0.0529,9.93,2.51,17.6,0,0,1.1176,0.3612,0.1168,0.45,0.55,1.0999
2009-09-30,153897994,307795988,2,9096000000,1995000000,6182000000,1589000000,2914000000,0,0,6388000000,3773000000,992000000,115000000,115000000,0.75,0.74,0,236000000,-120000000,-209000000,-93000000,1069000000,53000000,23.51,25.45,21.57,0.1524,0.0456,9.47,2.56,19.27,0,0,1.2948,0.3204,0.1021,0.45,0.59,1.2555
2009-06-30,154379489,308758978,2,9190000000,2073000000,6354000000,1781000000,2836000000,0,0,6475000000,3751000000,1032000000,140000000,140000000,0.9,0.9,0,160000000,877000000,-220000000,817000000,1162000000,53000000,20.59,23.57,17.61,0.1407,0.041,9.19,2.37,19.24,0,0,1.3226,0.3086,0.0912,0.45,0.35,1.164
2009-03-31,155596929,311193858,2,9336000000,2187000000,6628000000,2040000000,2708000000,0,0,6501000000,3752000000,1044000000,103000000,103000000,0.66,0.66,0,232000000,-41000000,-114000000,77000000,345000000,45000000,17.13,19.52,14.73,0.1256,0.0358,8.7,2.06,9.87,0,0,1.3855,0.2901,0.0767,0.47,0.6,1.0721
2008-12-31,156000417,312000834,2,9331000000,2145000000,6737000000,2047000000,2594000000,0,0,6530000000,3850000000,1054000000,63000000,63000000,0.4,0.4,0,149000000,-155000000,-320000000,-326000000,268000000,60000000,18.66,23.44,13.88,0.2086,0.0576,8.31,2.15,10.25,0,0,1.4842,0.278,0.1201,0.48,0.29,1.0479
2008-09-30,160151641,320303282,2,9588000000,2456000000,6813000000,1818000000,2775000000,0,0,6497000000,4251000000,1080000000,78000000,78000000,0.48,0.48,0,106000000,475000000,-396000000,185000000,568000000,47000000,24.43,27.34,21.52,0.2235,0.0573,8.66,2.81,12.56,0,0,1.5319,0.2894,0.1493,0.38,0.18,1.3509
2008-06-30,164038104,328076208,2,10102000000,2531000000,7254000000,2250000000,2848000000,0,0,7117000000,4253000000,1295000000,99000000,99000000,0.61,0.6,0,7000000,-2000000,-301000000,-296000000,383000000,42000000,24.91,27.18,22.65,0.2484,0.0666,8.68,3.03,12.68,0,0,1.4933,0.2819,0.1563,0.43,-0.11,1.1249
2008-03-31,163934703,327869406,2,10520000000,2911000000,7828000000,2730000000,2692000000,0,0,7123000000,4308000000,1310000000,329000000,329000000,2,1.99,0,192000000,719000000,-652000000,233000000,679000000,50000000,25.86,28.4,23.32,0.2635,0.0746,8.21,3.45,19.89,0,0,1.6003,0.2559,0.1631,0.46,0.43,1.0663
2007-12-31,164416131,328832262,2,11846000000,4204000000,9379000000,3754000000,2467000000,0,0,7141000000,4895000000,348698000,96326000,96326000,0.59,0.57,0,175875000,-4241095000,4345224000,280004000,446000000,41045000,26.39,28.11,24.67,0.1816,0.0568,7.5,3.65,20.07,0,0,1.9842,0.2083,0.1119,0.51,0.41,1.1199
2007-09-30,164636255,329272510,2,6277939000,3000808000,3896038000,2737046000,2381901000,0,0,2978212000,911003000,1173747000,120875000,120875000,0.73,0.73,0,186441000,91911000,-371981000,-93629000,179324000,37116000,25.62,29.16,22.08,0.1864,0.0709,7.23,3.53,20.25,0,0,0.3825,0.3794,0.094,0.75,0.45,1.0964
2007-06-30,164989377,329978754,2,6453326000,3176302000,4061328000,2930264000,2391998000,0,0,2983798000,879800000,1180136000,108236000,108236000,0.65,0.64,0,130233000,-11388000,-46687000,72158000,272953000,32929000,27.91,29.93,25.88,0.1806,0.0695,7.25,3.87,21.89,0,0,0.3678,0.3707,0.0921,0.75,0.29,1.084
2007-03-31,168189951,336379902,2,6363106000,None,3933361000,None,2429745000,0,0,3020798000,821904000,1219419000,113563000,113563000,0.67,0.66,0,170451000,-193428000,38444000,15467000,200795000,48910000,26.34,27.54,25.14,0.1845,0.071,7.22,3.7,20.82,0,0,0.3383,0.3818,0.0958,0.74,0.36,None
2006-12-31,170588978,341177956,2,6207923000,None,3782301000,None,2425622000,0,0,2977896000,747256000,1197741000,105946000,105946000,0.62,0.6,0,182386000,-52677000,-115278000,14431000,185328000,37523000,25.13,26.8,23.46,0.1865,0.0722,7.11,3.55,18.41,0,0,0.3081,0.3907,0.099,0.73,0.42,None
2006-09-30,173175707,346351414,2,6165044000,None,3717732000,None,2447312000,0,0,2989145000,829144000,1156545000,110088000,110088000,0.63,0.63,0,169091000,328109000,-478282000,18918000,170897000,53745000,22.59,24.13,21.05,0.2041,0.0799,7.07,3.29,16.73,0,0,0.3388,0.397,0.1117,0.71,0.33,None
2006-06-30,174232030,348464060,2,6471208000,None,4075708000,None,2395500000,0,0,2919102000,783095000,1093197000,117669000,117669000,0.67,0.66,0,93018000,-454614000,308800000,-52796000,151979000,49048000,21.71,23.14,20.29,0.2042,0.0805,6.87,3.2,16.51,0,0,0.3269,0.3702,0.1162,0.69,0.13,None
2006-03-31,175694339,351388678,2,6089155000,None,3706019000,None,2383136000,0,0,2884764000,757935000,1096668000,116211000,116211000,0.65,0.64,0,190467000,-81906000,-88257000,20304000,204775000,47172000,21.44,22.73,20.14,0.1992,0.0816,6.78,3.11,15.88,0,0,0.318,0.3914,0.118,0.69,0.41,None
2005-12-31,178929400,357858800,2,6039516000,None,3573776000,None,2465740000,0,0,2843310000,595385000,1078293000,150476000,150476000,0.82,0.8,0,200839000,66056000,-259892000,7003000,216865000,55470000,21.98,23.45,20.52,0.2043,0.084,6.89,3.25,18.39,0,0,0.2415,0.4083,0.1272,0.66,0.41,None
2005-09-30,184494294,368988588,2,6112904000,None,3615224000,None,2497680000,0,0,2848073000,588667000,1011645000,112939000,112939000,0.6,0.6,0,140295000,-525092000,-7769000,-392566000,174013000,39841000,22.23,23.43,21.03,0.1816,0.0688,6.77,3.26,19.67,0,0,0.2357,0.4086,0.1198,0.57,0.27,None
2005-06-30,188118160,376236320,2,5956219000,None,3391337000,None,2564882000,0,0,2459200000,490659000,996426000,113997000,113997000,0.6,0.59,0,115497000,319450000,-588096000,-153149000,566579000,37868000,20.8,22.13,19.47,0.1732,0.0609,6.82,3.08,19.35,0,0,0.1913,0.4306,0.1161,0.52,0.21,None
2005-03-31,191289038,382578076,2,6488748000,None,3905957000,None,2582791000,0,0,2417897000,498812000,973114000,139026000,139026000,0.72,0.71,0,134185000,-326318000,395734000,203601000,719728000,31772000,19.23,20.29,18.16,0.1682,0.0545,6.75,2.9,20.14,0,0,0.1931,0.398,0.1126,0.48,0.27,None
2004-12-31,193264003,386528006,2,8383349000,None,5818927000,None,2564422000,0,0,2378796000,505327000,888152000,97453000,97453000,0.5,0.49,0,None,None,None,101914000,516127000,51462000,18.57,20.5,16.64,0.154,0.0464,6.63,2.89,20.18,0,0,0.1971,0.3059,0.1013,0.46,None,None
2004-09-30,195589962,391179924,2,8249503000,None,5732827000,None,2516676000,0,0,2482582000,490545000,958094000,92357000,92357000,0.47,0.47,0,113278000,61808000,42244000,217330000,450062000,39717000,17.81,19.52,16.1,0.1534,0.0461,6.43,2.88,20.01,0,0,0.1949,0.3051,0.0997,0.46,0.19,None
2004-06-30,195281162,390562324,2,8007134000,None,5590185000,None,2416949000,0,0,2461356000,485982000,946020000,95034000,95034000,0.49,0.48,0,187821000,17934000,-181369000,24386000,232732000,38214000,18.77,20.5,17.05,0.1551,0.0462,6.19,3.17,22.08,0,0,0.2011,0.3018,0.1009,0.46,0.38,None
2004-03-31,194957267,389914534,2,7928822000,None,5617569000,None,2311253000,0,0,2462361000,596077000,937480000,92798000,92798000,0.48,0.47,0,129165000,-416751000,293164000,5578000,208346000,31700000,18.91,20.3,17.51,0.1546,0.0461,5.93,3.35,23.49,0,0,0.2579,0.2915,0.1022,0.45,0.25,None
2003-12-31,194605104,389210208,2,7214175000,None,5014367000,None,2199808000,0,0,2423067000,699116000,791505000,81974000,81974000,0.41,0.42,0,114546000,-51186000,-62294000,1066000,202768000,24455000,18.45,20,16.91,0.1526,0.0458,5.65,3.4,23.81,0,0,0.3178,0.3049,0.1038,0.44,0.23,None
2003-09-30,193816391,387632782,2,7170717000,None,5068896000,None,2101821000,0,0,2287362000,659120000,796052000,80412000,80412000,0.42,0.41,0,222226000,-489863000,178190000,-89447000,201702000,37899000,19.03,20.1,17.96,0.1529,0.0451,5.42,3.65,25.72,0,0,0.3136,0.2931,0.1035,0.44,0.48,None
2003-06-30,193563285,387126570,2,6624652000,None,4602947000,None,2021705000,0,0,1915842000,499290000,738615000,78438000,78438000,0.41,0.4,0,39277000,107554000,-37843000,108988000,291149000,45369000,16.45,18.52,14.38,0.1521,0.0455,5.22,3.29,23.17,0,0,0.247,0.3052,0.1043,0.44,-0.02,None
2003-03-31,193194605,386389210,2,6494282000,None,4562763000,None,1931519000,0,0,1783771000,433909000,707498000,74188000,74188000,0.39,0.38,0,142052000,-257696000,70566000,-45078000,182161000,35519000,15.86,17.93,13.79,0.1512,0.0455,5,3.33,23.15,0,0,0.2246,0.2974,0.1041,0.44,0.28,None
2002-12-31,191991614,383983228,2,6438705000,None,4611036000,None,1827669000,0,0,1672487000,482824000,668861000,68228000,68228000,0.36,0.36,0,284888000,-414535000,138917000,9270000,227239000,66595000,14.41,17.52,11.3,0.1512,0.0459,4.76,3.12,22.34,0,0,0.2642,0.2839,0.1036,0.44,0.57,None
2002-09-30,191349000,382698000,2,5665831000,None,3896526000,None,1769305000,0,0,1310255000,260734000,635672000,66151000,66151000,0.34,0.34,0,90802000,-175520000,114358000,29640000,217969000,18074000,16.84,19.63,14.04,0.1471,0.0455,4.62,3.69,27.61,0,0,0.1474,0.3123,0.1046,0.43,0.19,None
2002-06-30,192256689,384513378,2,5576771000,None,3823151000,None,1753620000,0,0,1165095000,262503000,632426000,66645000,66645000,0.35,0.34,0,154566000,-270763000,165831000,49634000,188329000,26907000,20.31,23.04,17.58,0.1468,0.0439,4.56,4.6,35.22,0,0,0.1497,0.3145,0.1065,0.41,0.33,None
2002-03-31,191237798,382475596,2,5486479000,None,3797123000,None,1689356000,0,0,1144666000,260684000,631928000,65113000,65113000,0.34,0.33,0,46562000,9138000,-53093000,2607000,138695000,30304000,21.62,23.3,19.94,0.1463,0.0424,4.42,5.14,39.67,0,0,0.1543,0.3079,0.1076,0.39,0.04,None
2001-12-31,190545290,381090580,2,5322242000,None,3717416000,None,1604826000,0,0,1109822000,343093000,496736000,52834000,52834000,0.28,0.28,0,154193000,2234000,-113090000,43337000,136088000,21387000,19.08,22.2,15.96,0.1458,0.0394,4.21,5.03,36.58,0,0,0.2138,0.3015,0.1101,0.36,0.35,None
2001-09-30,187159000,374318000,2,5228229000,None,3811388000,None,1416841000,0,0,957197000,250283000,467173000,52629000,52629000,0.28,0.27,0,100839000,-274658000,188607000,14788000,92751000,12472000,18.71,21.06,16.36,0.1489,0.0373,3.79,5.08,37.17,0,0,0.1766,0.271,0.1091,0.34,0.24,None
2001-06-30,124616000,373848000,3,4950931000,None,3574946000,None,1375985000,0,0,918992000,310186000,472646000,51989000,51989000,0.42,0.41,0,117674000,77858000,-199715000,-4183000,77963000,17407000,18.23,21.32,15.14,0.1481,0.0344,3.68,5.16,37.46,0,0,0.2254,0.2779,0.1084,0.32,0.27,None
2001-03-31,124340000,373020000,3,5637099000,None,4321667000,None,1315432000,0,0,928360000,362562000,453912000,50765000,50765000,0.41,0.4,0,69429000,-207456000,121317000,-16710000,82146000,16708000,16.89,19,14.79,0.149,0.0317,3.53,5.03,36.19,0,0,0.2756,0.2334,0.1079,0.29,0.14,None
2000-12-31,124060757,372182271,3,5586320000,None,4334248000,None,1252072000,0,0,846739000,334958000,434581000,44095000,44095000,0.36,0.35,0,312763000,-170585000,-137249000,4929000,98856000,14713000,17.68,20.88,14.48,0.1478,0.0296,3.36,5.33,39.29,0,0,0.2675,0.2241,0.1071,0.28,0.8,None
2000-09-30,123712000,371136000,3,6101002000,None,4870447000,None,1230555000,0,0,857955000,466223000,406189000,44742000,44742000,0.36,0.35,0,168763000,-9472000,-137877000,21414000,93927000,14703000,17.8,21.38,14.23,0.145,0.0284,3.32,5.69,41.72,0,0,0.3789,0.2017,0.1053,0.27,0.42,None
2000-06-30,123224000,369672000,3,5993969000,None,4836410000,None,1157559000,0,0,838677000,457249000,416434000,45027000,45027000,0.37,0.36,0,252102000,143474000,-397718000,-2142000,72513000,21469000,14.01,16.79,11.23,0.1432,0.028,3.13,4.49,35.32,0,0,0.395,0.1931,0.1028,0.27,0.62,None
2000-03-31,122830000,368490000,3,6258925000,None,5107919000,None,1151006000,0,0,798900000,434376000,396402000,43157000,43157000,0.35,0.34,0,-149160000,-22442000,165703000,-5899000,74655000,22094000,10.47,12.84,8.11,0.1361,0.0269,3.12,3.53,28.3,0,0,0.3774,0.1839,0.1006,0.27,-0.46,None
1999-12-31,122617706,367853118,3,5307710000,None,4216694000,None,1091016000,0,0,802071000,472824000,374501000,34917000,34917000,0.28,0.3,0,23631000,25247000,-44227000,4651000,80554000,17034000,10.66,13.06,8.25,0.1335,0.0274,2.97,3.85,30.08,0,0,0.4334,0.2056,0.0979,0.28,0.02,None
1999-09-30,122626000,367878000,3,5063287000,None,4042555000,None,1020732000,0,0,797756000,534394000,352663000,35197000,35197000,0.29,0.28,0,48063000,-228725000,194126000,13464000,75903000,16855000,10.23,11.38,9.08,0.135,0.0282,2.77,3.53,30.39,0,0,0.5235,0.2016,0.0966,0.29,0.08,None
1999-06-30,123554000,370662000,3,5333554000,None,4259357000,None,1074197000,0,0,652401000,390859000,343252000,34338000,34338000,0.28,0.27,0,69252000,-129432000,41143000,-19037000,62439000,16072000,11.88,13.33,10.44,0.1352,0.0283,2.9,4.64,37.13,0,0,0.3639,0.2014,0.095,0.3,0.14,None
1999-03-31,82239000,370075500,4.5,4445989000,None,3499529000,None,946460000,0,0,608723000,355132000,337129000,33416000,33416000,0.41,0.39,0,36891000,-182437000,155464000,9918000,81476000,19736000,11.27,12.53,10,0.1395,0.0293,2.56,4.7,36.84,0,0,0.3752,0.2129,0.0929,0.32,0.05,None
1998-12-31,82058709,369264190,4.5,3958338000,None,3072541000,None,885797000,0,0,595154000,389622000,339078000,29581000,29581000,0.37,0.38,0,67189000,-25809000,-57624000,-16244000,71558000,24564000,10.15,11.8,8.5,0.1397,0.0295,2.4,4.53,33.83,0,0,0.4399,0.2238,0.0926,0.32,0.12,None
1998-09-30,81974000,368883000,4.5,4097233000,None,3270802000,None,826431000,0,0,441750000,333632000,309543000,28873000,28873000,0.35,0.34,0,101403000,-181661000,102383000,22125000,87802000,21587000,9.78,10.89,8.67,0.1437,0.0299,2.24,4.53,33.94,0,0,0.4037,0.2017,0.0956,0.31,0.22,None
1998-06-30,81936000,368712000,4.5,3930721000,None,3133177000,None,797544000,0,0,436806000,302156000,311220000,28670000,28670000,0.34,0.33,0,-1589000,-65580000,49714000,-17455000,65677000,16569000,9.22,10,8.45,0.1429,0.0303,2.16,4.39,33.82,0,0,0.3789,0.2029,0.0966,0.31,-0.05,None
1998-03-31,53750850,362818237,6.75,3520866000,None,2758807000,None,762059000,0,0,432977000,343556000,273829000,27150000,27150000,0.51,0.49,0,82813000,-53063000,-35995000,-6245000,83132000,14822000,8.14,9.39,6.89,0.1388,0.0304,2.1,3.84,31.58,0,0,0.4508,0.2164,0.0958,0.32,0.19,None
1997-12-31,53746668,362790009,6.75,3636491000,None,2867236000,None,769255000,0,0,355280000,252031000,291341000,28645000,28645000,0.53,None,0,12064000,-136923000,142000000,17141000,89377000,10053000,6.66,7.43,5.89,0.1375,0.031,2.12,3.43,28.82,0,0,0.3276,0.2115,0.0932,0.33,0.01,None
