"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
2010-10-30,395802044,791604088,2,8182148000,5296642000,5072826000,3229952000,3109322000,0,0,179897000,988204000,5525847000,372309000,372309000,0.94,0.92,0.15,433223000,-202809000,-284653000,-41104000,1339065000,213495000,21.54,23.3,19.78,0.4675,0.1806,3.93,5.81,13.09,1.6,0.1637,0.3178,0.38,0.0651,2.77,0.28,1.6399
2010-07-31,400661233,801322466,2,7686709000,4948919000,4713027000,2974620000,2973682000,0,0,179875000,988878000,5068080000,304984000,304984000,0.76,0.74,0.15,138553000,-192727000,-394139000,-453101000,1380169000,177762000,21.89,23.75,20.04,0.4658,0.1786,3.71,5.88,13.85,1.53,0.1601,0.3325,0.3869,0.0648,2.75,-0.05,1.6637
2010-05-01,407979188,815958376,2,7754510000,5105417000,4715132000,3014635000,3039378000,0,0,179901000,789538000,5016540000,331434000,331434000,0.81,0.8,0.15,527416000,-138155000,-176320000,218663000,1833270000,149094000,21.41,24.25,18.56,0.4566,0.1722,3.72,6.07,15.02,1.45,0.1584,0.2598,0.3919,0.0638,2.7,0.46,1.6935
2010-01-30,409386126,818772252,2,7463977000,4803856000,4574701000,2894986000,2889276000,0,0,179794000,790169000,5941746000,394998000,394998000,0.95,0.94,0.12,982705000,-162429000,-647574000,168959000,1614607000,110334000,18.88,19.88,17.88,0.4414,0.1606,3.53,5.39,15.16,1.38,0.1648,0.2735,0.3871,0.0598,2.69,1.07,1.6594
2009-10-31,419708634,839417268,2,7983064000,5330657000,5042557000,3246140000,2940507000,0,0,179767000,790757000,5244946000,347799000,347799000,0.82,0.81,0.12,584487000,-104345000,-441582000,18753000,1445648000,155311000,18.61,20.32,16.9,0.4176,0.1478,3.5,5.57,16.77,1.32,0.1835,0.2689,0.3683,0.0546,2.71,0.51,1.6422
2009-08-01,423853927,847707854,2,7836000000,5211702000,5004088000,3229511000,2831912000,0,0,179779000,791332000,4747528000,261561000,261561000,0.62,0.61,0.12,343703000,-170519000,202290000,414400000,1426895000,97188000,15.91,18.5,13.31,0.4061,0.138,3.34,5.64,15.45,1.26,0.2002,0.2794,0.3614,0.0501,2.76,0.29,1.6138
2009-05-02,413533634,827067268,2,6938867000,4406913000,4603393000,3328254000,2335474000,0,0,179593000,391931000,4354224000,209214000,209214000,0.51,0.49,0.12,361031000,-122984000,303112000,558968000,1012495000,66449000,12.09,14.59,9.6,0.4115,0.1342,2.82,4.67,12.09,1.2,0.2087,0.1678,0.3366,0.0472,2.85,0.36,1.3241
2009-01-31,412821592,825643184,2,6178242000,3626129000,4043685000,2767891000,2134557000,0,0,179528000,383782000,5252558000,250696000,250696000,0.59,0.58,0.11,427737000,-125338000,-235129000,66176000,453527000,139924000,11.46,14.01,8.9,0.4138,0.1334,2.59,4.49,11.02,1.14,0.209,0.1798,0.3455,0.0463,2.88,0.35,1.3101
2008-10-25,416340031,832680062,2,6788416000,4262434000,4662006000,3224555000,2126410000,0,0,179459000,767366000,4761530000,235849000,235849000,0.57,0.54,0.11,258415000,-184642000,-112748000,-130142000,387351000,184003000,15.18,18.76,11.6,0.4377,0.1388,2.55,6.02,14.6,1.08,0.1903,0.3609,0.3132,0.0484,2.87,0.09,1.3219
2008-07-26,419411063,838822126,2,6792555000,4166239000,4678981000,2984305000,2113574000,0,0,179980000,852096000,4621292000,200223000,200223000,0.48,0.45,0.11,204961000,-148042000,-235791000,-180622000,517493000,148243000,16.69,18.22,15.16,0.4433,0.14,2.52,6.62,18.97,1.03,0.1807,0.4032,0.3112,0.0492,2.85,0.07,1.3961
2008-04-26,424701061,849402122,2,6646702000,4052239000,4508655000,2822742000,2138047000,0,0,181443000,852442000,4364125000,193849000,193849000,0.46,0.43,0.11,263459000,-110565000,-185153000,-34497000,698115000,110762000,16.09,17.46,14.72,0.3752,0.1199,2.52,6.46,19.27,0.97,0.2048,0.3987,0.3217,0.0425,2.82,0.18,1.4356
2008-01-26,427949533,855899066,2,6599934000,3992294000,4468689000,2760993000,2131245000,0,0,181524000,853460000,5488256000,301149000,301149000,0.69,0.66,0.09,783027000,-120716000,-309337000,344481000,732612000,120909000,14.36,15.97,12.74,0.3489,0.1158,2.49,5.86,19.81,0.92,0.2058,0.4005,0.3229,0.0414,2.8,0.77,1.446
2007-10-27,437017637,874035274,2,6942238000,4285743000,4800632000,3132086000,2141606000,0,0,182966000,860240000,4737491000,249461000,249461000,0.57,0.54,0.09,353729000,-188891000,-286671000,-145655000,388131000,189081000,14.69,16.23,13.14,0.3003,0.1035,2.45,6.07,21.14,0.87,0.2249,0.4017,0.3085,0.0372,2.78,0.19,1.3683
2007-07-28,444622262,889244524,2,6619915000,4125648000,4465637000,2871983000,2154278000,0,0,182865000,833673000,4313298000,59032000,59032000,0.13,0.13,0.09,207440000,-121668000,-346005000,-247424000,533786000,121855000,14.13,15.1,13.17,0.2909,0.1031,2.42,5.31,18.23,0.83,0.22,0.387,0.3254,0.0366,2.81,0.1,1.4365
2007-04-28,454870400,909740800,2,6487715000,4057462000,4067708000,2513150000,2420007000,0,0,182886000,821879000,4108081000,162108000,162108000,0.36,0.34,0.09,16911000,-94959000,-10676000,-75459000,781210000,95142000,13.89,14.92,12.87,0.3363,0.1184,2.66,5.51,17.92,0.78,0.1847,0.3396,0.373,0.0418,2.83,-0.09,1.6145
2007-01-27,453649813,907299626,2,6085700000,3748813000,3795579000,2382980000,2290121000,0,0,182898000,808027000,5018849000,205462000,205462000,0.45,0.44,0.07,718238000,-85993000,-101869000,515033000,856669000,86173000,14.23,15.12,13.34,0.3571,0.123,2.52,5.95,17.68,0.74,0.1722,0.3528,0.3763,0.0424,2.9,0.7,1.5732
2006-10-28,455098947,910197894,2,6305740000,3939595000,4131868000,2732296000,2173872000,0,0,183120000,817540000,4501073000,230612000,230612000,0.51,0.48,0.07,272712000,-112295000,-93921000,67919000,341636000,112472000,13.43,14.87,12,0.3961,0.1331,2.39,6.43,18.03,0.7,0.1578,0.3761,0.3447,0.0456,2.92,0.18,1.4419
2006-07-29,449499006,898998012,2,5996512000,3652816000,4121830000,2747402000,1874682000,0,0,183217000,812417000,3988232000,138156000,138156000,0.31,0.29,0.07,153274000,-83176000,-76339000,-6165000,273717000,83349000,11.82,12.55,11.08,0.3984,0.1256,2.09,5.6,16.3,0.67,0.165,0.4334,0.3126,0.0433,2.9,0.08,1.3296
2006-04-29,457027454,914054908,2,5619608000,3257761000,3690767000,2335131000,1928841000,0,0,183363000,813382000,3896483000,163809000,163809000,0.36,0.34,0.07,50809000,-95847000,-145915000,-185767000,279882000,96017000,12.52,13.14,11.9,0.411,0.1252,2.11,6.11,17.76,0.63,0.1635,0.4217,0.3432,0.0432,2.9,-0.05,1.3951
2006-01-28,460967060,921934120,2,5496305000,3140127000,3603651000,2251851000,1892654000,0,0,183425000,807150000,4716327000,246775000,246775000,0.54,0.5,0.06,651424000,-84614000,-289925000,264630000,465649000,84782000,11.66,12.74,10.59,0.4276,0.1251,2.05,7.02,18.96,0.6,0.1615,0.4265,0.3444,0.043,2.91,0.61,1.3945
2005-10-29,460689500,921379000,2,5806194000,3516153000,4274766000,3006748000,1531428000,0,0,183498000,600715000,4041912000,171163000,171163000,0.37,0.36,0.06,321087000,-182202000,-121627000,19330000,201019000,182366000,10.89,11.8,9.97,0.3991,0.1146,1.66,6.72,17.02,0.57,0.1661,0.3923,0.2638,0.0396,2.9,0.15,1.1694
2005-07-30,465922597,931845194,2,5592309000,3384043000,4085003000,2848547000,1507306000,0,0,183548000,600221000,3647866000,123141000,123141000,0.26,0.25,0.06,-1592000,-118304000,123536000,3939000,181689000,118466000,11.85,12.55,11.15,0.4169,0.123,1.62,7.31,18.66,0.54,0.1493,0.3982,0.2695,0.0421,2.92,-0.13,1.188
2005-04-30,470431454,940862908,2,5177559000,2995309000,3649996000,2433250000,1527563000,0,0,183616000,599224000,3651830000,149344000,149344000,0.31,0.3,0.06,187100000,-100488000,-215689000,-129437000,177750000,100646000,12.12,12.98,11.26,0.4121,0.128,1.62,7.05,18.65,0.51,0.1412,0.3923,0.295,0.0424,3.02,0.09,1.231
2005-01-29,480699154,961398308,2,5075473000,2905120000,3421991000,2204112000,1653482000,0,0,183763000,598540000,4329109000,176935000,176935000,0.37,0.32,0.04,385234000,-142551000,-77381000,163776000,307187000,142719000,12.21,12.75,11.68,0.4202,0.1363,1.72,7.58,16.73,0.48,0.1283,0.362,0.3258,0.0445,3.06,0.25,1.318
2004-10-30,481872560,963745120,2,5293818000,3259238000,3743296000,2591658000,1550522000,0,0,183636000,598051000,3817350000,200855000,200855000,0.41,0.41,0.045,344253000,-148037000,-188805000,7826000,143411000,148202000,11.18,12.03,10.32,0.4668,0.1544,1.61,7.12,15.86,0.46,0.1184,0.3857,0.2929,0.0494,3.12,0.2,1.2576
2004-07-31,488750610,977501220,2,4613367000,2679305000,3080564000,1984614000,1532803000,0,0,183592000,593504000,3414287000,118242000,118242000,0.24,0.24,0.045,157038000,-75144000,-188253000,-105925000,135585000,75305000,12.09,13.41,10.77,0.4645,0.1576,1.57,7.56,17.15,0.44,0.1156,0.3872,0.3323,0.0496,3.17,0.08,1.35
2004-05-01,494931101,989862202,2,4508673000,2582853000,2923172000,1752543000,1585501000,0,0,183654000,691555000,3352737000,168112000,168112000,0.34,0.33,0.045,193306000,-62749000,-133160000,-4893000,241510000,62907000,12.16,13.06,11.26,0.482,0.1634,1.6,7.85,18.71,0.41,0.1088,0.4362,0.3517,0.0513,3.18,0.13,1.4738
2004-01-31,499181639,998363278,2,4396767000,2451748000,2844379000,1690520000,1552388000,0,0,183827000,692321000,4105597000,238739000,238739000,0.49,0.48,0.04,441429000,-154697000,-122262000,158781000,246403000,97715000,11.08,11.9,10.26,0.462,0.1552,1.55,7.8,19.61,0.39,0.1112,0.446,0.3531,0.0494,3.14,0.34,1.4503
2003-10-25,503275923,1006551846,2,4448177000,2586485000,3022898000,1967415000,1425279000,0,0,179419000,689881000,3387452000,182833000,182833000,0.36,0.36,0.035,287402000,-123005000,-122584000,43614000,87622000,123157000,10.2,11.04,9.36,0.4132,0.139,1.42,7.67,19.43,0.37,0.1196,0.484,0.3204,0.0451,3.08,0.16,1.3147
2003-07-26,506801503,1013603006,2,4097276000,2314663000,2744325000,1721835000,1352951000,0,0,179329000,693200000,3046184000,123262000,123262000,0.24,0.24,0.035,112081000,-100745000,-138739000,-127444000,44008000,100896000,9.41,10.12,8.7,0.3921,0.1344,1.33,7.02,17.92,0.35,0.1241,0.5124,0.3302,0.0435,3.09,0.01,1.3443
2003-04-26,510504660,1021009320,2,4029917000,2299848000,2660828000,1674611000,1369089000,0,0,179256000,695305000,2788705000,113531000,113531000,0.22,0.22,0.035,-70412000,-87122000,-163239000,-320878000,171452000,87269000,8.71,9.65,7.77,0.3988,0.1384,1.34,6.36,15.84,0.34,0.1191,0.5079,0.3397,0.045,3.07,-0.15,1.3734
2003-01-25,514458723,1028917446,2,3940489000,2240540000,2531342000,1566345000,1409147000,0,0,179183000,693764000,3505481000,154303000,154303000,0.31,0.31,0.03,555045000,-116123000,-96356000,340391000,492330000,116268000,10.09,10.73,9.45,0.4223,0.1493,1.37,7.76,18.69,0.32,0.1093,0.4923,0.3576,0.0483,3.09,0.43,1.4304
2002-10-26,525366880,1050733760,2,3957950000,2368910000,2595673000,1656337000,1362277000,0,0,179138000,707111000,3044950000,147355000,147355000,0.28,0.28,0.03,105478000,-121392000,-123113000,-140705000,151939000,121534000,9.38,10.71,8.05,0.4284,0.153,1.3,7.5,18.76,0.3,0.1011,0.5191,0.3442,0.0496,3.09,-0.02,1.4302
2002-07-27,528211936,1056423872,2,3820585000,2289525000,2496831000,1550025000,1323754000,0,0,179120000,705459000,2765089000,129627000,129627000,0.24,0.24,0.03,60655000,-88015000,-196237000,-224215000,292644000,88155000,9.44,11.22,7.65,0.4085,0.1461,1.25,7.37,19.67,0.29,0.1018,0.5329,0.3465,0.0476,3.07,-0.03,1.4771
2002-04-27,539760651,1079521302,2,3772147000,2268072000,2388728000,1440891000,1383419000,0,0,179141000,703815000,2665687000,147103000,147103000,0.27,0.27,0.03,187382000,-70630000,-93381000,24083000,516859000,70767000,9.78,11.04,8.52,0.4039,0.145,1.28,7.89,21.49,0.27,0.0985,0.5088,0.3667,0.0472,3.07,0.11,1.5741
2002-01-26,270023652,1080094608,4,3595743000,2115926000,2255045000,1315010000,1340698000,0,0,179101000,702379000,3208712000,155320000,155320000,0.58,0.58,0.04,653398000,-152197000,-85198000,416688000,492776000,152332000,9.21,10.29,8.13,0.3989,0.1427,1.24,8.01,21.17,0.26,0.0957,0.5239,0.3729,0.0467,3.05,0.46,1.6091
2001-10-27,272738553,1090954212,4,3638326000,2225612000,2383677000,1799210000,1254649000,0,0,180576000,350086000,2741769000,109498000,109498000,0.4,0.4,0.045,127256000,-126542000,-65493000,-62529000,76088000,125789000,8.32,9.25,7.4,0.3924,0.1438,1.15,7.56,17.52,0.25,0.1005,0.279,0.3448,0.0468,3.07,0,1.237
2001-07-28,274297043,1097188172,4,3440191000,2126339000,2231402000,1363258000,1208789000,0,0,182064000,700341000,2487622000,111908000,111908000,0.41,0.4,0.045,85052000,-107811000,-143073000,-166070000,138617000,106008000,8.2,8.79,7.61,0.4466,0.1622,1.1,7.52,17.35,0.24,0.0891,0.5794,0.3514,0.0531,3.06,-0.02,1.5597
2001-04-28,277421688,1109686752,4,3352352000,2117835000,2138360000,1303607000,1213992000,0,0,183502000,668055000,2270895000,123671000,123671000,0.44,0.44,0.045,46740000,-68296000,194027000,172152000,304687000,65315000,7.66,8.44,6.88,0.4692,0.1682,1.09,7.03,16.21,0.23,0.0867,0.5503,0.3621,0.0545,3.09,-0.02,1.6246
2001-01-27,278811087,1115244348,4,2932283000,1721947000,1713571000,1228759000,1218712000,0,0,184986000,319372000,2751305000,135179000,135179000,0.5,0.5,0.04,463308000,-80262000,-304827000,78219000,132535000,75686000,6.75,7.88,5.63,0.4889,0.1748,1.09,6.89,14.92,0.21,0.0842,0.2621,0.4156,0.0562,3.11,0.35,1.4014
2000-10-28,279582780,1118331120,4,3323283000,2123853000,2226203000,1906846000,1097080000,0,0,186411000,319357000,2461411000,158274000,158274000,0.56,0.56,0.04,188783000,-73687000,-99015000,16081000,55481000,66765000,5.27,6.58,3.95,0.4882,0.1724,0.98,5.92,12.05,0.2,0.0876,0.2911,0.3301,0.0564,3.06,0.11,1.1138
2000-07-29,281276898,1125107592,4,3020394000,1868008000,2022451000,1703099000,997943000,0,0,187912000,319333000,2258174000,114033000,114033000,0.39,0.39,0.04,-147518000,-68809000,19718000,-196609000,39400000,60070000,4.79,5.59,4,0.4754,0.1774,0.89,5.15,11.14,0.19,0.0872,0.32,0.3304,0.0575,3.08,-0.18,1.0968
2000-04-29,292502547,1170010188,4,3039806000,1917392000,1950910000,1631557000,1088896000,0,0,189356000,319313000,2108116000,130580000,130580000,0.44,0.44,0.04,52190000,-48164000,-139776000,-135750000,236009000,54484000,4.81,6.14,3.48,0.4525,0.1802,0.93,5.12,11.52,0.18,0.0867,0.2932,0.3582,0.0586,3.07,-0,1.1752
2000-01-29,297454573,1189818292,4,2804963000,1700565000,1685735000,1366368000,1119228000,0,0,190844000,319367000,2487525000,122353000,122353000,0.41,0.42,0.04,521390000,-56099000,-118093000,347198000,371759000,56099000,5.5,6.95,4.06,0.4379,0.1811,0.94,5.67,13.02,0.17,0.0861,0.2853,0.399,0.0593,3.05,0.39,1.2446
1999-10-30,310080847,1240323388,4,2950747000,1852641000,1748733000,1628652000,1202014000,0,0,193981000,119922000,2257094000,156974000,156974000,0.5,0.5,0.035,177003000,-66228000,-133401000,-22626000,24561000,66228000,7.19,8.38,6,0.4324,0.1836,0.97,7.41,18.32,0.16,0.0811,0.0998,0.4074,0.0612,3,0.09,1.1375
1999-07-31,314955480,1259821920,4,2849294000,1784102000,1622511000,1502390000,1226783000,0,0,195402000,119918000,2098644000,114679000,114679000,0.36,0.36,0.035,-133105000,-72635000,-56435000,-262175000,47187000,72635000,8.09,8.98,7.19,0.4112,0.1748,0.97,8.43,22.16,0.16,0.0842,0.0977,0.4306,0.059,2.96,-0.16,1.1875
