"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
2013-08-31,916175148,916175148,1,7168990000,4491033000,9486856000,2547405000,-2317866000,0,187602000,438776000,6004346000,6278165000,32827000,30029000,0.03,0.03,0,79465000,-110721000,66521000,35265000,144167000,113809000,3.13,3.52,2.74,None,0.0433,-2.73,None,13.61,2.3,0,None,None,0.0117,3.56,-0.04,1.763
2013-06-01,909615997,909615997,1,6945438000,4300884000,9302962000,2478411000,-2357524000,0,184830000,444234000,5868264000,6293057000,89662000,86905000,0.1,0.09,0,184447000,-82093000,-122904000,-20550000,108902000,92692000,2.31,2.97,1.65,None,0.0335,-2.79,None,21,2.3,0,None,None,0.0089,3.58,0.1,1.7353
2013-03-02,904564621,904564621,1,7078719000,4409047000,9538153000,2578270000,-2459434000,0,182098000,464404000,5996220000,6455245000,123087000,120371000,0.13,0.12,0,220351000,-101550000,-252990000,-134189000,129452000,104126000,1.4,1.67,1.14,None,0.0167,-2.92,None,None,2.3,0,None,None,0.0042,3.59,0.13,1.7101
2012-12-01,903826414,903826414,1,7186142000,4472592000,9762256000,2843672000,-2576114000,0,179407000,476413000,5923370000,6237847000,61871000,59194000,0.07,0.07,0,268520000,-96427000,-2777000,169316000,263641000,110676000,1.12,1.33,0.91,None,-0.0233,-3.05,None,None,2.3,None,None,None,None,3.65,0.17,1.5728
2012-09-01,903794778,903794778,1,6950578000,4240927000,9593901000,2625182000,-2643323000,0,176756000,482453000,5930777000,6230884000,-38765000,-41403000,-0.05,-0.05,0,-32886000,-72653000,-14910000,-120449000,94325000,81220000,1.16,1.35,0.97,None,-0.0387,-3.12,None,None,2.3,None,None,None,None,3.61,-0.13,1.6155
2012-06-02,899090442,899090442,1,7073132000,4321851000,9682465000,2480408000,-2609333000,0,174144000,502684000,6129778000,6468287000,-28088000,-30687000,-0.03,-0.03,0,363603000,-75675000,-235439000,52489000,214774000,86958000,1.15,1.31,0.98,None,-0.0454,-3.1,None,None,2.3,None,None,None,None,3.56,0.31,1.7424
2012-03-03,898966064,898966064,1,7364291000,4504586000,9951047000,2570319000,-2586756000,0,171570000,528775000,6248780000,7146754000,-161250000,-163810000,-0.19,-0.19,0,10496000,-66324000,69639000,13811000,162285000,75909000,1.4,1.67,1.14,None,-0.0494,-3.07,None,None,2.3,None,None,None,None,3.5,-0.07,1.7525
2011-11-26,898454487,898454487,1,7557034000,4617104000,9962879000,2534387000,-2405845000,0,169035000,560963000,6286358000,6312584000,-51985000,-54509000,-0.06,-0.06,0,1982000,-57475000,125604000,70111000,148474000,67495000,1.12,1.33,0.91,None,-0.055,-2.87,None,None,2.3,None,None,None,None,3.39,-0.07,1.8218
2011-08-27,898743304,898743304,1,7416406000,4431883000,9774800000,2424553000,-2358394000,0,166537000,584914000,6168842000,6271091000,-92254000,-94741000,-0.11,-0.11,0,-131275000,-48966000,27967000,-152274000,78363000,49906000,1.16,1.35,0.97,None,-0.0581,-2.81,None,None,2.3,None,None,None,None,3.34,-0.2,1.8279
2011-05-28,890227995,890227995,1,7504169000,4450526000,9774406000,2437103000,-2270237000,0,164076000,611687000,6146907000,6390793000,-63082000,-65532000,-0.07,-0.07,0,385334000,-48404000,-197409000,139521000,230637000,56827000,1.15,1.31,0.98,None,-0.071,-2.73,None,None,2.3,None,None,None,None,3.29,0.37,1.8262
2011-02-26,890240871,890240871,1,7555850000,4411365000,9767217000,2420323000,-2211367000,0,161650000,646177000,6156820000,6456466000,-205693000,-208107000,-0.23,-0.23,0,-71553000,-53489000,94116000,-30926000,91116000,66066000,1.15,1.41,0.88,None,-0.0711,-2.67,None,None,2.3,None,None,None,None,3.23,-0.15,1.8226
2010-11-27,890242572,890242572,1,7815968000,4527356000,9824184000,2433833000,-2008216000,0,159262000,701497000,6089772000,6202353000,-79071000,-81451000,-0.09,-0.09,0,-46407000,-29368000,65405000,-10370000,122042000,37713000,0.99,1.1,0.87,None,-0.0704,-2.43,None,None,2.3,None,None,None,None,3.18,-0.09,1.8602
2010-08-28,891317046,891317046,1,7817183000,4444666000,9750991000,2402111000,-1933808000,0,156908000,740130000,6031759000,6161752000,-196976000,-199320000,-0.23,-0.23,0,-5758000,-37261000,-152451000,-195470000,132412000,47529000,1.03,1.18,0.88,None,-0.0693,-2.35,None,None,2.3,None,None,None,None,3.12,-0.06,1.8503
2010-05-29,886819676,886819676,1,8044122000,4607494000,9785088000,2345680000,-1740966000,0,154590000,781338000,6104769000,6394336000,-73684000,-75994000,-0.09,-0.09,0,519567000,-36559000,-258720000,224288000,327882000,35212000,1.41,1.74,1.08,None,-0.0589,-2.14,None,None,2.3,None,None,None,None,3.12,0.55,1.9642
2010-02-27,887670198,887670198,1,8049911000,4508668000,9723462000,2175692000,-1673551000,0,152305000,823088000,6185633000,6463786000,-208356000,-210632000,-0.24,-0.24,0,-100754000,-36024000,83743000,-53035000,103594000,59317000,1.46,1.66,1.26,None,-0.0619,-2.06,None,None,2.3,None,None,None,None,3.14,-0.18,2.0723
2009-11-28,887743035,887743035,1,8597932000,4915575000,10076083000,2478497000,-1478151000,0,150054000,872428000,6232129000,6352283000,-83862000,-86106000,-0.1,-0.1,0,-435051000,-42046000,512719000,35622000,156629000,43342000,1.75,2.24,1.26,None,-0.3142,-1.83,None,None,2.3,None,None,None,None,3.14,-0.54,1.9833
2009-08-29,888090443,888090443,1,8052678000,4264641000,9453207000,2326410000,-1400529000,0,147837000,917429000,5712547000,6321870000,-116012000,-120376000,-0.14,-0.14,0,-146856000,-26967000,158371000,-15452000,121007000,38895000,1.48,1.74,1.22,None,-0.3098,-1.74,None,None,2.3,None,None,None,None,2.93,-0.21,1.8331
2009-05-30,884963016,884963016,1,8019180000,4186187000,9309811000,2393601000,-1290631000,0,143499000,964632000,5486791000,6531178000,-98446000,-98471000,-0.11,-0.11,0,357598000,-15449000,-357725000,-15576000,136459000,42304000,0.71,1.22,0.21,None,-0.2944,-1.62,None,None,2.3,None,None,None,None,2.7,0.36,1.7489
2009-02-28,886038001,886038001,1,8326540000,4364932000,9526192000,2302427000,-1199652000,0,143499000,1017011000,5801230000,6707567000,-2293658000,-2298370000,-2.66,-2.66,0,324778000,-53789000,-267814000,3175000,152035000,59397000,0.35,0.51,0.2,None,-0.2763,-1.52,0.36,None,2.3,None,None,None,None,2.49,0.3,1.8958
2008-11-29,859127715,859127715,1,11126036000,4820354000,10014857000,2476187000,1111179000,0,288070000,2897946000,6109553000,6468601000,-243125000,-248742000,-0.3,-0.3,0,44341000,-108220000,42479000,-21400000,148860000,98505000,0.76,1.21,0.3,None,-0.1388,0.96,0.64,None,2.3,None,7.4225,0.074,None,2.32,-0.06,1.9467
2008-08-30,843367625,843367625,1,11353660000,4900609000,10008248000,2583775000,1345412000,0,341815000,2947853000,5976875000,6500244000,-221997000,-227391000,-0.27,-0.27,0,96119000,-90535000,12487000,18071000,170260000,153079000,1.67,2.32,1.01,None,-0.121,1.19,1.15,None,2.3,None,5.9555,0.0884,None,2.26,-0.07,1.8967
2008-05-31,843614282,843614282,1,11402682000,4898287000,9839831000,2484239000,1562851000,0,337278000,2978997000,5952423000,6612856000,-156640000,-162787000,-0.2,-0.2,0,-105328000,-93814000,195569000,-3573000,152189000,149876000,2.51,2.99,2.03,-0.7463,-0.1059,1.45,1.58,None,2.3,None,4.8568,0.1075,None,2.22,-0.3,1.9717
2008-03-01,830600823,830600823,1,11488023000,4921894000,9776838000,2798039000,1711185000,0,390870000,2970699000,5610489000,6746287000,-952180000,-960443000,-1.18,-1.18,0,309443000,-158295000,-169028000,-17880000,155762000,209098000,3.18,4.41,1.95,-0.6424,-0.0967,1.59,1.17,None,2.3,None,4.2494,0.1149,None,2.18,0.12,1.7591
2007-12-01,795328782,795328782,1,12550840000,5338846000,9889796000,2732805000,2661044000,0,506477000,2821045000,5919892000,6523544000,-84846000,-93040000,-0.12,-0.12,0,-276727000,-139083000,419120000,3310000,173642000,198745000,4.29,5.11,3.48,-0.0854,-0.0111,2.71,1.53,None,2.3,None,2.7476,0.1717,None,2.2,-0.6,1.9536
2007-09-01,795128705,795128705,1,12266127000,5118680000,9526712000,2754077000,2739415000,0,502154000,2809229000,5519777000,6599205000,-69598000,-78201000,-0.1,-0.1,0,-139632000,-1277806000,1476080000,58642000,170332000,162186000,5.77,6.7,4.84,-0.0406,-0.003,2.81,3.75,288.5,2.3,None,2.4672,0.1824,None,2.29,-0.38,1.8586
2007-06-02,789674376,789674376,1,8339986000,2931339000,6629449000,1658300000,1710537000,0,497902000,837552000,4072199000,4457810000,27634000,19503000,0.04,0.04,0,186284000,-1358560000,1177818000,5542000,111690000,117500000,6.06,6.59,5.53,0.01,0.0059,1.54,2.79,None,2.3,0,3.3581,0.1454,0.0007,2.38,0.09,1.7677
2007-03-03,538408486,538408486,1,7091024000,2952988000,5428178000,1589925000,1662846000,0,493717000,834257000,2909983000,4562069000,15097000,7111000,0.01,0.01,0,126400000,-104355000,-64294000,-42249000,106148000,110477000,5.55,6.36,4.75,-0.0041,0.0038,2.17,2.61,2.3,2.3,None,2.489,0.1649,None,2.48,0.03,1.8573
2006-12-02,532882752,532882752,1,7132217000,3051888000,5506942000,1836895000,1625275000,0,489601000,841349000,2784954000,4320208000,1104000,-6819000,-0.01,-0.01,0,44805000,-90096000,97056000,51765000,148397000,86814000,4.58,4.87,4.28,None,0.1791,2.13,2.15,1.91,2.3,0,2.4522,0.1592,0.0692,2.52,-0.08,1.6614
2006-09-02,532217494,532217494,1,7035432000,2984814000,5415799000,2203322000,1619633000,0,485208000,846095000,2299749000,4288356000,-330000,-8186000,-0.02,-0.02,0,16139000,-56309000,25710000,-14460000,96632000,66681000,4.41,4.74,4.07,None,0.1868,2.13,2.05,1.85,2.3,0,2.0272,0.1612,0.0696,2.62,-0.09,1.3547
2006-06-03,528607640,528607640,1,6946190000,2888743000,5327349000,2127185000,1618841000,0,481223000,849982000,2274663000,4337086000,10955000,3163000,0.01,0.01,0,121801000,-62020000,-24756000,35025000,111092000,70513000,4.32,4.85,3.79,None,0.1963,2.15,2.02,1.78,2.3,0,1.9995,0.1638,0.0697,2.73,0.1,1.358
2006-03-04,528880621,528880621,1,6988371000,2884812000,5381450000,2143324000,1606921000,0,477301000,849265000,2546206000,4771326000,1246373000,1238645000,2.35,2.43,0,80407000,-98902000,-10568000,-29063000,76067000,96601000,3.77,4.1,3.45,None,0.2089,2.14,None,9.67,2.3,0,2.254,0.1616,0.0715,2.83,-0.03,1.346
2005-11-26,525429005,525429005,1,5836251000,2962459000,5483933000,1774310000,352318000,0,473443000,870895000,2727383000,4145683000,-5220000,-12500000,-0.02,-0.02,0,22872000,-76071000,68235000,15036000,105130000,97439000,3.78,4.28,3.28,None,0.0438,-0.23,None,9.69,2.3,0,None,None,0.0124,2.89,-0.14,1.6696
2005-08-27,525166421,525166421,1,5705883000,2851415000,5356471000,1542142000,349412000,0,464312000,868938000,2813132000,4132523000,-1571000,-17096000,-0.03,-0.03,0,141046000,-33965000,-152024000,-44943000,90094000,51950000,4.39,4.82,3.96,None,0.045,-0.22,None,10.45,2.3,0,None,None,0.0127,2.9,0.17,1.849
2005-05-28,520952399,520952399,1,5847557000,2974208000,5486688000,1549569000,360869000,0,465180000,861620000,2929405000,4221436000,33424000,25249000,0.05,0.05,0,172840000,-22146000,-178478000,-27784000,135037000,41795000,3.87,4.24,3.49,None,0.0459,-0.2,None,8.23,2.3,0,None,None,0.0138,2.83,0.25,1.9194
2005-02-26,520946894,520946894,1,5932583000,3006754000,5609649000,1671737000,322934000,0,459243000,864015000,2928498000,4340840000,228592000,213264000,0.41,0.39,0,-5452000,-37306000,109811000,67053000,162821000,70337000,3.61,3.81,3.41,None,0.0499,-0.26,None,19,2.3,0,None,None,0.0156,2.77,-0.15,1.7986
2004-11-27,520602938,520602938,1,5676696000,2896416000,5593624000,1712695000,83072000,0,443376000,864416000,2867000000,4107336000,288000,-8432000,-0.02,-0.02,0,291410000,2753000,-605280000,-311117000,95768000,44627000,3.96,4.58,3.35,None,0.0217,-0.69,None,12,2.3,0,None,None,0.0058,2.75,0.47,1.6911
2004-08-28,517681387,517681387,1,6282670000,3433882000,6205281000,1710121000,77389000,0,434682000,863072000,3457152000,4123906000,9879000,1331000,0,0,0,15929000,-46097000,-63098000,-93266000,406885000,40740000,4.88,5.38,4.38,None,0.0327,-0.69,None,16.83,2.3,0,None,None,0.0102,2.68,-0.05,2.008
2004-05-29,517294655,517294655,1,6359031000,3501044000,6297688000,1749602000,61343000,0,426159000,861593000,3497174000,4244357000,63719000,55337000,0.11,0.1,0,216559000,-38335000,-12828000,165396000,500151000,35088000,5.14,5.75,4.53,None,0.0295,-0.71,None,46.73,2.3,0,None,None,0.0091,2.67,0.35,2.0011
2004-02-28,518649806,518649806,1,6245634000,3377997000,6253911000,1483750000,-8277000,0,417803000,861207000,3697352000,4396346000,59205000,50364000,0.1,0.11,0,127205000,-49625000,-17265000,60315000,334755000,52496000,5.83,6.4,5.25,None,0.0133,-0.82,None,None,2.3,0,None,None,0.0035,2.65,0.14,2.2767
2003-11-29,516449514,516449514,1,6338161000,3427112000,6397413000,1678917000,-59252000,0,409611000,869038000,3699382000,4105844000,73594000,65536000,0.13,0.12,0,161507000,-40860000,-106138000,14509000,274440000,39679000,5.52,6.3,4.73,None,0.005,-0.91,None,None,2.3,None,None,None,None,2.62,0.24,2.0413
2003-08-30,516010629,516010629,1,6247567000,3329483000,6369961000,1638533000,-142108000,19714000,401579000,873142000,3701895000,4052091000,-10598000,-18498000,-0.04,-0.04,0,-110997000,-26533000,54719000,-82811000,259931000,29733000,4.36,5.05,3.67,None,-0.0094,-1.05,None,None,2.3,None,None,None,None,2.59,-0.27,2.032
2003-05-31,515408556,515408556,1,6239100000,3296552000,6360047000,1592790000,-140636000,19689000,393705000,879725000,3710672000,4046168000,-38822000,-38848000,-0.08,-0.08,0,49800000,-125132000,52753000,-22579000,342742000,128760000,3.04,3.9,2.17,None,-0.0246,-1.04,None,None,2.3,None,None,None,None,2.55,-0.15,2.0697
2003-03-01,515367806,515367806,1,6133515000,3243887000,6226181000,1566998000,-112329000,19663000,393705000,884303000,3589865000,4139961000,6998000,-8315000,-0.01,-0.01,0,145004000,-22127000,5482000,128359000,365321000,31488000,2.54,3.05,2.02,None,-0.0178,-0.98,None,None,2.3,None,None,None,None,2.51,0.22,2.0701
2002-11-30,515115664,515115664,1,6287869000,3293843000,6373627000,1809005000,-105396000,19638000,378417000,896877000,3587432000,3879523000,-16367000,-23813000,-0.05,-0.05,0,165512000,-22050000,-177380000,-33918000,236962000,24956000,2.22,2.65,1.79,None,-0.059,-0.94,None,None,2.3,None,None,None,None,2.46,0.27,1.8208
2002-08-31,515126181,515126181,1,6336229000,3241926000,6408253000,1804003000,-91636000,19612000,370997000,904435000,3630812000,3856320000,-105291000,-107580000,-0.21,-0.21,0,-43246000,-24603000,-47790000,-115639000,270880000,27819000,2.5,3.24,1.75,None,-0.0728,-0.9,None,None,2.3,None,None,None,None,2.39,-0.14,1.7971
2002-06-01,515197846,515197846,1,6469238000,3324732000,6429343000,1825540000,20309000,19586000,368734000,913839000,3659585000,3925116000,2584000,-4671000,-0.01,-0.01,0,38113000,-3434000,7785000,42464000,386519000,20244000,3.61,4.22,3.01,None,-0.0926,-0.68,None,None,2.3,None,None,None,None,2.32,0.03,1.8212
2002-03-02,515113894,515113894,1,6479208000,3289545000,6450031000,1765283000,9616000,19561000,361504000,925260000,3670930000,4037860000,-257895000,-257895000,-0.57,-0.57,0,326165000,-5504000,-70878000,249783000,344055000,28707000,3.56,5.06,2.06,None,-0.1206,-0.68,None,None,2.3,None,None,None,None,2.21,0.58,1.8635
2001-12-01,515085296,515085296,1,6733356000,3310229000,6409091000,1927726000,304729000,19536000,354221000,986179000,3530175000,3732079000,-112763000,-112763000,-0.23,-0.23,0,-261501000,-16663000,263296000,-14868000,94272000,19176000,6.54,8.39,4.69,None,-0.1248,-0.1,31.14,None,2.3,None,None,None,None,2.11,-0.54,1.7172
2001-09-01,515957766,515957766,1,6834284000,3317518000,6361618000,1912298000,453156000,19510000,347342000,1009842000,3494237000,3691074000,-245921000,-245921000,-0.54,-0.54,0,-94063000,-99016000,222141000,29062000,109140000,104200000,8.55,9.74,7.37,None,-0.1167,0.21,None,None,2.3,None,33.0224,0.0155,None,1.96,-0.38,1.7348
2001-06-02,493346010,493346010,1,7401512000,3204444000,7483796000,1796119000,-101741000,19457000,340654000,1042969000,3869527000,3710133000,-211102000,-211102000,-0.56,-0.56,0,45742000,463714000,-521668000,-12212000,80078000,23100000,7.21,9.06,5.35,None,-0.1321,-0.9,None,None,2.3,None,None,None,None,1.77,0.05,1.7841
2001-03-03,394341787,394341787,1,7913911000,3616832000,8248889000,1660955000,-354435000,19457000,333974000,1067339000,4786195000,4103519000,-331674000,-331674000,-0.98,-0.98,0,58306000,-5998000,-77504000,-25196000,92290000,53581000,3.92,6.09,1.75,None,-0.1796,-1.75,None,None,2.3,None,None,None,None,1.64,0.01,2.1776
2000-11-25,341230563,341230563,1,8501661000,3507206000,8645858000,2026988000,-163654000,19457000,326995000,1188029000,4939279000,3531691000,-105713000,-105713000,-0.34,-0.34,0,-187268000,703881000,-471422000,45191000,117486000,18993000,3.59,4.75,2.44,None,-0.2358,-1.44,None,None,2.3,None,None,None,None,1.39,-0.6,1.7303
2000-08-26,332008363,332008363,1,9636482000,3470944000,9780534000,2505130000,-163509000,19457000,320653000,1246069000,5489621000,3439469000,-456466000,-623823000,-1.97,-1.97,0,-599526000,-237000,557141000,-42622000,72295000,41068000,6.25,8.5,4,None,-0.2356,-1.46,None,None,2.3,None,None,None,None,1.31,-1.93,1.3855
2000-05-27,329671633,329671633,1,9338684000,2986709000,9562914000,2397455000,-243687000,19457000,314211000,1279296000,5347636000,3442186000,-695371000,-695371000,-2.69,-2.69,0,27692000,-19993000,-72539000,-64840000,114917000,18862000,6.63,8.5,4.75,None,-0.1863,-1.69,17.45,None,2.3,None,None,None,None,1.28,0.03,1.2458
2000-02-26,329671633,329671633,1,9909847000,3015487000,9457881000,2295526000,432509000,19457000,308250000,1311123000,5388647000,2563238000,-946371000,-946371000,-3.67,-3.67,-0,-161391000,85036000,164651000,88296000,179757000,1271000,9.81,13.25,6.38,-0.7089,-0.1071,0.38,3.92,None,2.3,None,43.3663,0.0125,None,1.26,-0.49,1.3136
1999-11-27,329491633,329491633,1,11029790000,3721129000,9873406000,2638875000,1125040000,31344000,300000000,3218438000,5808904000,3645080000,-252285000,-252285000,-0.98,-0.98,0.115,-2979000,-222239000,216533000,-8685000,92004000,93917000,12.31,20.13,4.5,-0.0555,-0.012,2.5,1.31,16.41,2.3,None,7.0408,0.0748,None,1.34,-0.29,1.4101
1999-08-28,258927199,258927199,1,10716437000,4022878000,8277893000,2297862000,2438544000,0,0,3274620000,5412770000,3506129000,-15402000,-15402000,-0.06,-0.06,0.115,-215218000,-97556000,339933000,27159000,98573000,209956000,22.22,26.94,17.5,0.0746,0.0211,9.42,1.91,49.38,2.18,0.5487,2.2197,0.2276,0.0153,1.38,-1.64,1.7507
1999-05-29,258907899,258907899,1,10677814000,3833682000,7672470000,3672549000,3005344000,0,0,3559144000,2862722000,3624500000,81015000,81015000,0.31,0.31,0.115,121865000,-317374000,183974000,-11535000,71414000,268143000,31.38,41.75,21,0.0456,0.0144,11.61,2.75,65.37,2.07,0.8505,0.9525,0.2815,0.01,1.43,-0.56,1.0439
1999-02-27,258883816,258883816,1,10421741000,3802351000,7444450000,3690478000,2953732000,23559000,0,3547463000,3304240000,3565260000,58645000,58645000,0.22,0.17,0.11,68027000,-1506583000,1423690000,-14866000,82949000,100936000,45.34,51.13,39.56,0.049,0.0167,11.41,4.01,58.88,1.95,0.7785,1.1187,0.2834,0.0113,1.48,-0.13,1.0303
1998-11-28,258745913,258745913,1,8259205000,3461640000,5334003000,1512029000,2925202000,0,0,1931821000,3228860000,3122930000,86857000,86857000,0.34,0.33,0.1075,-2494000,-371025000,315708000,-57811000,97815000,342577000,41.31,49.06,33.56,0.0701,0.0258,11.31,3.73,58.18,1.84,0.5461,1.1038,0.3542,0.0166,1.56,-1.33,2.2894
1998-08-29,258477918,258477918,1,7937004000,3417409000,5074654000,1654142000,2862350000,0,0,1966570000,3029179000,3011029000,-92653000,-92653000,-0.36,-0.36,0.1075,38349000,-157554000,163030000,43825000,155626000,127685000,39.88,45.13,34.63,0.0642,0.0242,11.07,3.46,30.33,1.73,0.5909,1.0583,0.3606,0.0153,1.58,-0.35,2.066
