"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
1997-03-31,136527956,546111824,4,27107769000,None,24810713000,None,2297056000,0,0,60383000,0,1707543000,90157000,90157000,0.64,None,0.1,612633000,-692752000,91173000,9698000,9698000,797000,10.13,10.88,9.38,0.1877,0.0155,4.21,2.6,14.84,0.28,0.1385,0,0.0847,0.0562,0.28,1.12,None
1996-12-31,136612572,546450288,4,25022812000,None,22897243000,None,2125569000,0,0,60933000,0,1853047000,133748000,133748000,0.93,None,0.1,708127000,-662388000,-64602000,-19414000,0,186000,9.97,11,8.94,0.1906,0.0157,3.89,2.72,16.83,0.26,0.1362,0,0.0849,0.0555,0.28,1.3,None
1996-09-30,138749169,554996676,4,25590045000,None,23556375000,None,2033670000,0,0,100233000,0,1775579000,88345000,88345000,0.62,None,0.1,722334000,-585607000,-120445000,15719000,19414000,3871000,8.21,9.35,7.06,0.1661,0.0136,3.66,2.26,14.01,0.23,0.1536,0,0.0795,0.0493,0.28,1.29,None
1996-06-30,139450624,557802496,4,24670879000,None,22643593000,None,2027286000,0,0,101239000,0,1741657000,85747000,85747000,0.59,None,0.1,615814000,-537237000,-80811000,-2930000,3695000,759000,7.74,8.22,7.25,0.1654,0.0137,3.63,2.08,13.08,0.21,0.1492,0,0.0822,0.049,0.28,1.1,None
1996-03-31,140384328,561537312,4,25375910000,None,23288065000,None,2087845000,0,0,103479000,0,1729920000,86523000,86523000,0.59,None,0.087,650475000,-755239000,107978000,2486000,6625000,4367000,7.71,8.22,7.21,0.1657,0.0136,3.72,2.06,13.24,0.18,0.1421,0,0.0823,0.0487,0.28,1.15,None
1995-12-31,142142286,568569144,4,25337986000,None,23203845000,None,2134141000,0,0,104546000,0,1732455000,83308000,83308000,0.57,None,0.09,782617000,-760532000,-36092000,-13921000,4139000,4311000,6.97,7.36,6.58,0.167,0.0136,3.75,1.93,12.3,0.16,0.1404,0,0.0842,0.0485,0.28,1.37,None
1995-09-30,94752640,568515840,6,24940761000,None,22880579000,None,2060182000,0,0,106665000,0,1811718000,87960000,87960000,0.89,None,0.13,780615000,-745749000,-23357000,6393000,18060000,2651000,6.7,7.31,6.08,0.172,0.0141,3.62,1.77,12.37,0.14,0.1374,0,0.0826,0.0484,0.29,1.37,None
1995-06-30,96296371,577778226,6,27627174000,None,25445780000,None,2181394000,0,0,107728000,0,1932771000,92916000,92916000,0.92,None,0.13,717232000,-715561000,-7629000,-4894000,11667000,4684000,6.98,7.46,6.5,0.173,0.0143,3.78,2.08,13.96,0.11,0.1397,0,0.079,0.0481,0.3,1.23,None
1995-03-31,98855564,593133384,6,24506656000,None,22521479000,None,1985177000,0,0,108796000,0,1713676000,84873000,84873000,0.83,None,0.115,663634000,-641697000,-26288000,-1082000,16561000,5745000,6.22,7.13,5.31,0.1712,None,3.35,2.12,13.14,0.09,0.1473,0,0.081,0.0478,0.3,1.11,None
1994-12-31,99410117,596460702,6,20287079000,None,18535312000,None,1751767000,0,0,109865000,0,1636062000,77396000,77396000,0.76,None,0.11,652197000,-619078000,-50933000,-19219000,17643000,2243000,5.53,5.73,5.33,0.1692,None,2.94,1.9,None,0.07,0.1504,0,0.0863,0.0479,0.31,1.09,None
1994-09-30,99656345,597938070,6,20528378000,None,18789297000,None,1739081000,0,0,110931000,0,1601511000,76059000,76059000,0.74,None,0.115,650767000,-612896000,-35201000,2943000,36862000,13126000,5.72,6.02,5.42,None,None,2.91,2.01,None,0.06,None,0,0.0847,None,None,1.07,None
1994-06-30,100564573,603387438,6,19402833000,None,17690188000,None,1712645000,0,0,111997000,0,1481203000,69378000,69378000,0.67,None,0.115,540562000,-535422000,-7615000,-1441000,33919000,158693000,5.32,5.81,4.83,None,None,2.84,1.87,None,0.04,None,0,0.0883,None,None,0.63,None
1994-03-31,100606307,603637842,6,18015390000,None,16298933000,None,1716457000,0,0,113067000,0,1391982000,69957000,69957000,0.67,None,0.1,525720000,-479510000,-36670000,11947000,35360000,11333000,4.76,5.31,4.21,None,None,2.84,2.14,None,0.02,None,0,0.0953,None,None,0.85,None
1993-12-31,102585388,615512328,6,15442686000,None,14077062000,None,1365624000,0,0,114165000,0,None,None,None,None,None,0,None,None,None,None,23413000,0,4.79,5.46,4.13,None,None,2.22,None,None,0,None,0,0.0884,None,None,None,None
