"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
2015-09-30,119202788,119202788,1,7322000000,3596000000,5113000000,3563000000,2051000000,158000000,0,1010000000,1281000000,5821000000,93000000,93000000,0.78,0.76,0,62000000,-470000000,106000000,-302000000,1665000000,43000000,66.97,83,50.93,0.1852,0.0522,17.21,4.11,24.09,0,0,0.6246,0.2801,0.0165,3.15,0.16,1.0093
2015-06-30,119090635,119090635,1,7022000000,3838000000,4927000000,3458000000,1940000000,155000000,0,959000000,1144000000,5506000000,88000000,88000000,0.74,0.72,0,350000000,-74000000,25000000,301000000,1967000000,31000000,72.02,82.18,61.85,0.1902,0.0544,16.29,4.66,29.16,0,0,0.5897,0.2763,0.0173,3.15,2.68,1.1099
2015-03-31,118914646,118914646,1,6696000000,3590000000,4704000000,3343000000,1837000000,155000000,0,917000000,1128000000,5131000000,63000000,63000000,0.53,0.51,0,45000000,-225000000,236000000,56000000,1666000000,27000000,61.69,71.66,51.73,0.18,0.0531,15.45,4.2,27.54,0,0,0.614,0.2743,0.0165,3.22,0.15,1.0739
2014-12-31,118820237,118820237,1,5838000000,3034000000,3947000000,2900000000,1744000000,147000000,0,874000000,893000000,4724551000,106534000,106534000,0.91,0.87,0,369266000,-266555000,-75099000,27101000,1610000000,34472000,45.89,54.24,37.53,0.173,0.0531,14.68,3.3,25.01,0,0,0.512,0.2987,0.0164,3.24,2.82,1.0462
2014-09-30,58668982,117337964,2,5446345000,2767711000,3664795000,2634293000,1632903000,148647000,0,880357000,954851000,4351861000,82620000,82620000,1.41,1.36,0,441845000,-191868000,74687000,324664000,1582972000,26960000,38.74,41.99,35.49,0.1513,0.0481,13.92,3.07,24.36,0,0,0.5848,0.2998,0.015,3.21,3.54,1.0506
2014-06-30,58585192,117170384,2,4682567000,2324886000,3076945000,2117707000,1476165000,129457000,0,723972000,891025000,4023700000,48863000,48863000,0.85,0.82,0,159444000,-239093000,67654000,-11995000,1258797000,23452000,33.2,38.84,27.56,0.1392,0.0467,12.6,2.71,21.7,0,0,0.6036,0.3152,0.0142,3.29,1.16,1.0978
2014-03-31,57680118,115360236,2,4446447000,2281849000,2903588000,2021443000,1412666000,130193000,0,742685000,817080000,3459888000,32983000,32983000,0.57,0.56,0,252445000,-150484000,130758000,232719000,1270792000,18116000,30.81,33.18,28.44,0.1416,0.0495,12.25,2.88,21.1,0,0,0.5784,0.3177,0.015,3.3,2.03,1.1288
2013-12-31,57615380,115230760,2,3529300000,1800173000,2285861000,1559121000,1234041000,9398000,0,397212000,668762000,2687840000,53240000,53240000,0.98,0.93,0,170856000,-17962000,143898000,296792000,1038073000,21452000,30.49,33.92,27.06,0.1462,0.0524,10.71,2.83,28.36,0,0,0.5419,0.3497,0.0152,3.45,1.3,1.1546
2013-09-30,54768884,109537768,2,3139037000,1368435000,1953946000,1386972000,1179539000,5552000,0,398089000,520977000,2803652000,49373000,49373000,0.9,0.87,0,130731000,-48630000,-29532000,52569000,741281000,16326000,29.47,32.52,26.41,0.1142,0.0409,10.77,2.88,43.66,0,0,0.4417,0.3758,0.0114,3.58,1.04,0.9866
2013-06-30,54631561,109263122,2,3045235000,1342360000,1922961000,1320572000,1118207000,4067000,0,397041000,551502000,2725945000,39484000,39484000,0.72,0.7,0,37946000,-119231000,39206000,-42079000,688712000,19403000,23.72,26.37,21.07,0.075,0.0265,10.23,2.62,None,0,0,0.4932,0.3672,0.0074,3.6,0.17,1.0165
2013-03-31,54420651,108841302,2,2887157000,1375271000,1900627000,1307094000,985708000,822000,0,275575000,536153000,2645892000,23002000,23002000,0.44,0.42,0,42993000,-156277000,123000,-113161000,730791000,10654000,22.28,24.27,20.29,0.0009,0.0003,9.06,2.45,None,0,0,0.5439,0.3414,0.0001,3.57,0.3,1.0522
2012-12-31,52333516,104667032,2,2741682000,1373602000,1787915000,1197090000,953056000,711000,0,276556000,538854000,2396597000,9061000,9061000,0.18,0.16,0,-28591000,-49360000,125282000,47331000,843952000,11543000,20.29,23.22,17.36,0.0019,0.0007,9.11,2.17,98.98,0,0,0.5654,0.3476,0.0002,3.41,-0.38,1.1475
2012-09-30,51633824,103267648,2,2690936000,1376505000,1733872000,1280114000,963979000,-6915000,0,277663000,395310000,2448121000,3819000,3819000,0.07,0.07,0,317182000,72074000,-14529000,374727000,796621000,13159000,17.83,21.23,14.43,0.0239,0.0095,9.33,1.93,40.07,0,0,0.4101,0.3582,0.0029,3.24,2.94,1.0753
2012-06-30,51557739,103115478,2,2449550000,1073438000,1501563000,1034236000,951428000,-3441000,0,278769000,408764000,2110746000,-34999000,-34999000,-0.68,-0.68,0,22196000,-89773000,56473000,-11104000,421894000,42462000,18.81,25.49,12.13,0.051,0.0215,9.23,1.98,17.83,0,0,0.4296,0.3884,0.0072,2.96,-0.2,1.0379
2012-03-31,51464001,102928002,2,2283147000,920377000,1304028000,888322000,979709000,-590000,0,308103000,350397000,1712148000,23978000,23978000,0.47,0.45,0,-32096000,-120851000,12247000,-140700000,432998000,14980000,22.33,25.18,19.48,0.1209,0.0523,9.52,2.43,21.07,0,0,0.3577,0.4291,0.0191,2.74,-0.46,1.0361
2011-12-31,50916959,101833918,2,2190336000,940010000,1253917000,837613000,935634000,785000,0,309411000,348344000,1507176000,30112000,30112000,0.59,0.57,0,172023000,-47925000,-2057000,122041000,573698000,16062000,16.52,20.41,12.64,0.1258,0.054,9.19,1.84,16.12,0,0,0.3723,0.4272,0.0208,2.59,1.53,1.1222
2011-09-30,50378693,100757386,2,2037498000,766376000,1133399000,730380000,902710000,1389000,0,310776000,348093000,1302035000,28987000,28987000,0.58,0.55,0,36519000,-60040000,728000,-22793000,451657000,21187000,16.25,19.68,12.82,0.1255,0.0533,8.96,1.88,16.75,0,0,0.3856,0.443,0.0212,2.51,0.15,1.0493
2011-06-30,50312876,100625752,2,2010444000,774536000,1140140000,749773000,868466000,1838000,0,312323000,336468000,1315014000,28374000,28374000,0.57,0.54,0,-40837000,-9133000,32375000,-17595000,474450000,16019000,17.65,19.63,15.67,0.1221,0.0517,8.63,2.13,19.08,0,0,0.3874,0.432,0.0207,2.49,-0.57,1.033
2011-03-31,49973957,99947914,2,2003685000,743829000,1172489000,817047000,829002000,2194000,0,305918000,302326000,1216357000,23745000,23745000,0.48,0.46,0,93991000,-11978000,-24134000,57879000,492045000,15725000,14.52,16.5,12.54,0.1188,0.0505,8.29,1.91,15.45,0,0,0.3647,0.4137,0.0205,2.46,0.78,0.9104
2010-12-31,52197869,104395738,2,1943882000,656821000,1146827000,765246000,793939000,3116000,0,307160000,327824000,1180969000,25399000,25399000,0.52,0.5,0,194625000,-174618000,16493000,36500000,434166000,-28656000,11.91,13.21,10.6,0.1222,0.0527,7.61,1.56,12.47,0,0,0.4129,0.4084,0.0213,2.47,2.14,0.8583
2010-09-30,51724423,103448846,2,1795177000,675988000,991245000,661092000,790294000,13638000,0,272365000,263513000,1121861000,22662000,22662000,0.46,0.44,0,72563000,50055000,9448000,132066000,397666000,28358000,10.91,11.82,10,0.1272,0.0536,7.64,1.48,11.19,0,0,0.3334,0.4402,0.0213,2.51,0.43,1.0225
2010-06-30,51669507,103339014,2,1733537000,545837000,954369000,636819000,763230000,15938000,0,268893000,252028000,1076772000,22525000,22525000,0.46,0.45,0,-59756000,-44880000,20147000,-84489000,265600000,40503000,11.62,12.97,10.26,0.1343,0.0555,7.39,1.6,11.86,0,0,0.3302,0.4403,0.0214,2.51,-0.97,0.8571
2010-03-31,51502956,103005912,2,1730671000,571902000,981137000,685113000,749534000,0,0,251520000,232064000,1068721000,24250000,24002000,0.51,0.49,0,-38500000,-41164000,26001000,-53663000,350089000,23099000,10.66,12.52,8.8,0.1401,0.0549,7.28,1.77,11.28,0,0,0.3096,0.4331,0.021,2.55,-0.6,0.8348
2009-12-31,51372683,102745366,2,1702364000,616134000,1082937000,715908000,619427000,0,0,247066000,307085000,1092726000,23771000,23715000,0.55,0.53,0,71218000,-95412000,33964000,9770000,403752000,40417000,9.82,11.01,8.63,0.1426,0.0533,6.03,1.5,10.62,0,0,0.4958,0.3639,0.0204,2.53,0.3,0.8606
2009-09-30,45403369,90806738,2,1635014000,614058000,1041757000,707923000,593257000,0,0,242554000,276687000,1038234000,23810000,21268000,0.49,0.48,0,114858000,-99489000,-5886000,9483000,393982000,12863000,9.34,10.24,8.45,0.146,0.0539,6.53,1.45,10.49,0,0,0.4664,0.3628,0.0214,2.44,1.12,0.8674
2009-06-30,45357834,90715668,2,1586209000,685764000,1001192000,663444000,585017000,0,0,240835000,288513000,1039469000,19419000,20230000,0.47,0.46,0,38701000,9814000,-6245000,42270000,384499000,18676000,9.57,10.5,8.64,0.1483,0.0527,6.45,1.5,11.06,0,0,0.4932,0.3688,0.0214,2.46,0.22,1.0336
2009-03-31,43050831,86101662,2,1552830000,637251000,1003308000,681463000,549522000,0,0,241819000,269711000,932435000,19245000,18458000,0.43,0.42,0,23418000,-85000000,24712000,-36870000,342229000,11157000,9.38,11.25,7.5,0.1536,0.0553,6.38,1.61,9.98,0,0,0.4908,0.3539,0.0219,2.5,0.14,0.9351
2008-12-31,43012236,86024472,2,1451152000,666343000,949880000,640978000,501272000,0,0,180955000,264637000,790672000,21423000,21423000,0.5,0.49,0,95464000,-1970000,10321000,103815000,379099000,12568000,9.21,10.8,7.62,0.1775,0.0647,5.83,1.65,12.97,0,0,0.5279,0.3454,0.0248,2.61,0.96,1.0396
2008-09-30,42904326,85808652,2,1358053000,634120000,880479000,596765000,477574000,0,0,186894000,249697000,897137000,18248000,18248000,0.42,0.41,0,39838000,-146956000,24914000,-82204000,275284000,18007000,10.27,12.34,8.2,0.1416,0.0526,5.57,1.93,14.99,0,0,0.5228,0.3517,0.019,2.77,0.25,1.0626
2008-06-30,43233059,86466118,2,1215065000,578847000,755297000,518047000,459768000,0,0,153186000,221757000,860067000,18203000,18203000,0.42,0.41,0,59960000,32215000,1533000,93708000,357488000,14702000,8.7,10.85,6.55,0.1419,0.0537,5.32,1.7,12.79,0,0,0.4823,0.3784,0.0192,2.8,0.52,1.1174
2008-03-31,43396920,86793840,2,1139275000,443610000,696040000,466762000,443235000,0,0,153631000,215818000,816639000,25623000,25623000,0.59,0.57,0,26716000,-37210000,5690000,-4804000,263780000,19879000,10.52,14.24,6.79,0.1467,0.0554,5.11,2.21,12.83,0,0,0.4869,0.3891,0.0198,2.79,0.08,0.9504
2007-12-31,43663248,87326496,2,1119122000,446339000,704075000,486800000,415047000,0,0,154235000,206406000,770770000,1473000,1473000,0.03,0.03,0,37488000,-48439000,4487000,-6464000,268584000,12163000,12.25,13.87,10.63,0.1853,0.0695,4.75,2.61,12.5,0,0,0.4973,0.3709,0.0251,2.76,0.29,0.9169
2007-09-30,43526414,87052828,2,1086240000,450452000,677691000,464839000,408549000,0,0,146980000,201140000,749949000,15936000,15936000,0.37,0.36,0,104878000,-61884000,-4389000,38605000,275048000,12422000,10.36,11.89,8.82,0.2294,0.0857,4.69,2.31,None,0,0,0.4923,0.3761,0.0301,2.84,1.06,0.969
2007-06-30,43646371,87292742,2,1050002000,439551000,658969000,450028000,391033000,0,0,150788000,200162000,727738000,17782000,17782000,0.41,0.4,0,23894000,-97764000,-1592000,-75462000,236443000,14558000,10.91,12.14,9.68,-0.0039,-0.0015,4.48,2.57,None,0,None,0.5119,0.3724,None,2.92,0.11,0.9767
2007-03-31,43613802,87227604,2,971377000,481534000,601913000,391385000,369464000,0,0,146495000,200404000,670835000,38211000,38211000,0.88,0.85,0,35980000,-17377000,22255000,40858000,311905000,14794000,11.84,13.33,10.34,-0.0412,-0.0163,4.24,3.15,None,0,None,0.5424,0.3804,None,2.87,0.24,1.2303
2006-12-31,43369918,86739836,2,894980000,451821000,568557000,387951000,326423000,0,0,152079000,174646000,697400000,13833000,13833000,0.32,0.35,0,70477000,-8496000,8586000,70567000,271047000,10824000,10.76,13.47,8.05,-0.1273,-0.0537,3.76,3.04,None,0,None,0.535,0.3647,None,2.81,0.69,1.1646
2006-09-30,43168018,86336036,2,813841000,374756000,507936000,334255000,305905000,0,0,151468000,168429000,631249000,-71193000,-71193000,-1.65,-1.65,0,110113000,-41359000,290000,69044000,200480000,16022000,9.29,11.94,6.63,-0.1249,-0.0577,3.54,2.15,20.88,0,None,0.5506,0.3759,None,2.65,1.09,1.1212
2006-06-30,43209831,86419662,2,801136000,325702000,427097000,256191000,374039000,0,0,235579000,164462000,495293000,4965000,4965000,0.12,0.11,0,5099000,-26987000,34812000,12924000,131436000,9336000,13.11,14.79,11.44,0.1116,0.0558,4.33,3.1,23.41,0,0,0.4397,0.4669,0.0224,2.49,-0.05,1.2713
2006-03-31,43084562,86169124,2,737807000,281044000,373558000,234777000,364249000,0,0,216327000,130940000,455078000,8766000,8766000,0.2,0.2,0,9343000,-73415000,35226000,-28846000,118512000,14136000,13.24,15.13,11.35,0.1461,0.0763,4.23,3.24,21.35,0,0,0.3595,0.4937,0.0307,2.49,-0.06,1.1971
2005-12-31,42988230,85976460,2,668030000,272605000,315982000,214651000,352048000,0,0,174646000,92448000,423218000,13866000,13866000,0.32,0.31,0,29136000,-4669000,1467000,25934000,147358000,10072000,11.13,13.88,8.38,0.172,0.0911,4.09,2.85,18.55,0,0,0.2626,0.527,0.0369,2.47,0.22,1.27
2005-09-30,42672834,85345668,2,639611000,243801000,306378000,209114000,333233000,0,0,180796000,87650000,400642000,12106000,12106000,0.28,0.27,0,51937000,-31728000,35617000,55826000,121424000,8069000,15.13,18.95,11.3,0.1773,0.0934,3.9,4.03,25.43,0,0,0.263,0.521,0.0392,2.38,0.51,1.1659
2005-06-30,42500744,85001488,2,574446000,217256000,255727000,194781000,318719000,0,0,145450000,52731000,349628000,15249000,15249000,0.36,0.34,0,-26902000,-22164000,11388000,-37678000,65598000,5103000,14.81,17.19,12.43,0.1867,0.1018,3.75,4.27,26.93,0,0,0.1654,0.5548,0.0433,2.35,-0.38,1.1154
2005-03-31,41822804,83645608,2,560784000,249240000,270785000,221998000,289999000,0,0,115719000,42852000,332376000,14411000,14411000,0.35,0.32,0,19877000,2110000,-2816000,19171000,103276000,3665000,15.47,17.69,13.25,0.1834,0.1023,3.47,4.73,30.48,0,0,0.1478,0.5171,0.0439,2.33,0.19,1.1227
2004-12-31,41451131,82902262,2,527934000,224292000,256622000,202159000,271312000,0,0,116070000,46973000,288064000,12010000,12010000,0.29,0.27,0,41930000,-87524000,41012000,-4582000,84105000,15522000,12.63,15.05,10.21,0.1769,0.1033,3.27,4.05,26.04,0,0,0.1731,0.5139,0.0443,2.33,0.32,1.1095
2004-09-30,41045656,82091312,2,421153000,170698000,165230000,152259000,255923000,0,0,23950000,7400000,253743000,11351000,11351000,0.28,0.26,0,27361000,-19607000,455000,8209000,88687000,4405000,9.94,11.05,8.82,0.1767,0.1083,3.12,3.36,21.38,0,0,0.0289,0.6077,0.0456,2.37,0.28,1.1211
2004-06-30,20435501,81742004,4,389815000,145059000,147614000,134716000,242201000,0,0,25465000,7472000,233608000,10813000,10813000,0.53,0.5,0,17749000,17685000,681000,36115000,80478000,2956000,8.56,9.78,7.34,0.1742,0.1079,2.96,2.98,19.13,0,0,0.0309,0.6213,0.0455,2.37,0.18,1.0768
2004-03-31,20260097,81040388,4,377383000,111110000,144755000,131598000,232628000,0,0,25836000,7544000,225525000,10138000,10138000,0.5,0.47,0,12365000,-33037000,689000,-19983000,44363000,2126000,7.38,8.24,6.53,0.1861,0.1125,2.87,2.7,17.16,0,0,0.0324,0.6164,0.0443,2.54,0.13,0.8443
2003-12-31,20166981,80667924,4,362692000,110301000,142577000,128786000,220115000,0,0,19360000,7616000,207657000,9697000,9697000,0.48,0.45,0,33675000,-32125000,-110000,1440000,64346000,2920000,None,None,None,0.2028,0.1171,2.73,None,None,0,0,0.0346,0.6069,0.0432,2.71,0.38,0.8565
2003-09-30,20063474,80253896,4,328452000,102973000,119902000,106710000,208550000,0,0,15232000,7688000,198407000,8704000,8704000,0.47,0.44,0,12929000,-83657000,90212000,19484000,62906000,13692000,7.02,7.9,6.14,0.2258,0.1235,2.6,3.97,16.17,0,0,0.0369,0.6349,0.0432,2.86,-0.01,0.965
2003-06-30,16606059,66424236,4,220414000,77828000,102582000,96941000,117825000,7000,0,13039000,0,186232000,7708000,7708000,0.47,0.43,0,-464000,-15155000,-929000,-16548000,43422000,1866000,5.66,6.61,4.7,0.2917,0.1499,1.77,3.39,14.09,0,0,0,0.5346,0.0498,3.01,-0.04,0.8028
2003-03-31,10952359,65714154,6,224747000,95802000,114497000,108178000,109661000,589000,0,13308000,0,177434000,7161000,7161000,0.66,0.6,0,9859000,-9804000,259000,314000,59970000,684000,4.77,5.81,3.73,0.2913,None,1.67,3.06,13.07,0,0,0,0.4879,0.0524,2.85,0.14,0.8856
2002-12-31,10932442,65594652,6,210327000,93089000,107263000,101929000,102183000,881000,0,10695000,0,141726000,6814000,6814000,0.63,0.58,0,17528000,-14091000,153000,3590000,59656000,808000,5.08,5.92,4.25,0.2933,None,1.56,3.46,None,0,0,0,0.4858,0.0555,2.71,0.25,0.9133
2002-09-30,10769199,64615194,6,170766000,79941000,75872000,71326000,94894000,0,0,3217000,0,116398000,9273000,9273000,0.87,0.78,0,13215000,-1729000,244000,11730000,56066000,679000,4.37,5.12,3.62,None,None,1.47,3.31,None,0,None,0,0.5557,None,None,0.19,1.1208
2002-06-30,10638207,63829242,6,157736000,65631000,73436000,68698000,84300000,0,0,2732000,0,107610000,5234000,5234000,0.51,0.45,0,6612000,-64411000,10397000,-47402000,44336000,1093000,4.47,5.18,3.77,None,None,1.32,3.99,None,0,None,0,0.5344,None,None,0.09,0.9554
2002-03-31,10112312,60673872,6,143122000,110191000,75037000,69823000,68085000,0,0,2804000,0,95753000,4300000,4300000,0.43,0.38,0,2304000,552000,15000,2871000,91738000,1338000,3.48,3.93,3.02,None,None,1.12,3.28,None,0,None,0,0.4757,None,None,0.02,1.5781
2001-12-31,10091812,60550872,6,131366000,102047000,67277000,67277000,64089000,0,0,2396000,0,None,None,None,None,None,0,None,None,None,None,88867000,0,3.12,3.85,2.38,None,None,1.06,None,None,0,None,0,0.4879,None,None,None,1.5168
