"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
2014-03-31,296639119,296639119,1,2165106000,1475492000,364782000,301526000,1800324000,0,0,0,0,876501000,111931000,111931000,0.38,0.38,0.25,143298000,-31490000,-80849000,30515000,89021000,31510000,46.56,50.43,42.7,0.257,0.2177,6.07,7.8,30.83,4.92,0.6244,0,0.8315,0.1329,1.64,0.38,4.8934
2013-12-31,296772269,296772269,1,2075784000,1408461000,303087000,239832000,1772697000,0,0,0,0,813760000,99229000,99229000,0.33,0.33,0.25,100847000,-60358000,-73865000,-33684000,58506000,60282000,48.75,51.89,45.62,0.2612,0.2222,5.97,8.26,32.28,4.67,0.5292,0,0.854,0.1349,1.65,0.14,5.8727
2013-09-30,296742069,296742069,1,2060419000,1436830000,310784000,259572000,1749635000,0,0,0,0,858424000,119350000,119350000,0.4,0.4,0.25,101408000,-51731000,-80789000,-30663000,92190000,51611000,47.48,50.98,43.99,0.2693,0.2294,5.9,8.26,32.08,4.42,0.8342,0,0.8492,0.1371,1.67,0.17,5.5354
2013-06-30,296868369,296868369,1,1993443000,1405318000,287391000,236140000,1706052000,0,0,0,0,847596000,121009000,121009000,0.41,0.41,0.2,53621000,-35391000,-53902000,-36387000,122853000,35411000,48.56,52.18,44.95,0.2667,0.2283,5.75,8.78,33.49,4.17,0.8125,0,0.8558,0.1363,1.68,0.06,5.9512
2013-03-31,296686927,296686927,1,1945296000,1376836000,304433000,253097000,1640863000,0,0,0,0,806326000,109048000,109048000,0.37,0.37,0.1,160244000,-54312000,-25887000,79629000,159240000,54246000,49.83,53.18,46.47,0.2656,0.228,5.53,9.47,35.09,3.97,0.808,0,0.8435,0.1354,1.68,0.36,5.44
2012-12-31,296635127,296635127,1,1815832000,1286656000,255472000,204174000,1560360000,0,0,0,0,757235000,98716000,98716000,0.33,0.33,0.71,107196000,-19798000,-203445000,-115992000,79611000,46661000,43.42,46.65,40.2,0.2643,0.2273,5.26,7.73,31.46,3.87,0.8741,0,0.8593,0.1342,1.69,0.2,6.3018
2012-09-30,296321832,296321832,1,1919711000,1422890000,255333000,216016000,1664378000,0,0,0,0,802577000,109320000,109320000,0.37,0.37,0.19,98665000,-37663000,-51843000,9687000,195603000,37566000,42.16,45.3,39.03,0.2614,0.2252,5.62,7.79,31.46,3.16,0.4845,0,0.867,0.1331,1.69,0.21,6.587
2012-06-30,296153949,296153949,1,1850747000,1378096000,249850000,210519000,1600897000,0,0,0,0,804890000,112306000,112306000,0.38,0.38,0.17,58243000,-22430000,-48010000,-12962000,185916000,22371000,46.51,54.65,38.37,0.2642,0.2267,5.41,8.94,36.34,2.97,0.4547,0,0.865,0.1323,1.71,0.12,6.5462
2012-03-31,296071374,296071374,1,1813332000,1349975000,274364000,236227000,1538968000,0,0,0,0,768875000,100194000,100194000,0.34,0.34,0.17,132188000,-27313000,-24215000,81202000,198878000,27284000,49.17,54.59,43.76,0.2629,0.225,5.2,9.95,40.64,2.8,0.4449,0,0.8487,0.1308,1.72,0.35,5.7147
2011-12-31,295278974,295278974,1,1684948000,1236138000,225972000,187818000,1458976000,0,0,0,0,697804000,87472000,87472000,0.29,0.29,0.14,74308000,-27947000,-39912000,6628000,117676000,26985000,38.27,44.32,32.23,0.2597,0.2222,4.94,8.02,33.57,2.63,0.5359,0,0.8659,0.1294,1.72,0.16,6.5816
2011-09-30,295203874,295203874,1,1651020000,1217364000,242194000,218869000,1408826000,0,0,0,0,726742000,96798000,96798000,0.33,0.33,0.13,92904000,-34685000,-35213000,21639000,111048000,34725000,33.06,36.65,29.47,0.2515,0.2156,4.77,7.2,31.04,2.49,0.8173,0,0.8533,0.127,1.7,0.2,5.5621
2011-06-30,295121324,295121324,1,1581871000,1171815000,227700000,204394000,1354171000,0,0,0,0,701730000,94112000,94112000,0.32,0.32,0.13,26993000,-29689000,-32979000,-35439000,89409000,34202000,33.49,36.01,30.97,0.2412,0.2077,4.59,7.65,34.17,2.36,0.7518,0,0.8561,0.1245,1.67,-0.02,5.7331
2011-03-31,147430712,294861424,2,1524613000,1132921000,233096000,209516000,1291517000,0,0,0,0,640583000,79547000,79547000,0.54,0.54,0.5,74284000,-19902000,-73715000,-18845000,124848000,20365000,30.65,32.42,28.88,0.2262,0.1957,4.38,7.05,34.06,2.23,0.888,0,0.8471,0.1209,1.62,0.18,5.4073
2010-12-31,147430712,294861424,2,1468283000,1085698000,185771000,162185000,1282512000,0,0,0,0,573766000,65161000,65161000,0.44,0.44,0.84,74195000,-41682000,-61921000,-28872000,143693000,40270000,27.84,30.06,25.61,0.212,0.1846,4.35,6.43,33.54,1.98,0.6889,0,0.8735,0.1169,1.58,0.12,6.6942
2010-09-30,147430712,294861424,2,1469337000,1116803000,193962000,177143000,1275375000,0,0,0,0,603750000,74994000,74994000,0.51,0.51,0,46766000,-9383000,-61921000,-23827000,172565000,9237000,24.73,26.9,22.55,0.1991,0.1745,4.33,5.79,33.65,1.56,0.4639,0,0.868,0.1127,1.55,0.13,6.3045
2010-06-30,147430712,294861424,2,1441855000,1088486000,182986000,166164000,1258869000,0,0,0,0,571183000,69167000,69167000,0.47,0.47,0.4,40499000,-22474000,0,17570000,196392000,22463000,26.2,28.24,24.17,0.1801,0.1587,4.27,6.49,40.62,1.56,0.5224,0,0.8731,0.1056,1.5,0.06,6.5507
2010-03-31,147430712,294861424,2,1370275000,1029183000,179310000,162309000,1190965000,0,0,0,0,520772000,56034000,56034000,0.38,0.38,0,79028000,-6509000,-58972000,13970000,178822000,7497000,22.55,24.5,20.61,0.1613,0.1429,4.04,5.58,36.37,1.36,0.5557,0,0.8691,0.0977,1.46,0.24,6.3409
2009-12-31,147430712,294861424,2,1327358000,982364000,136515000,119509000,1190843000,0,0,0,0,476750000,44536000,44536000,0.3,0.3,0.37,52886000,-40718000,-41104000,-28892000,164852000,11894000,19.17,21.09,17.25,0.1569,0.1392,4.04,4.8,28.19,1.36,0.5779,0,0.8972,0.0955,1.46,0.14,8.22
2009-09-30,148330712,296661424,2,1337764000,998090000,152624000,138744000,1185140000,0,0,0,0,489339000,47589000,47589000,0.32,0.32,0,85632000,-12089000,-54957000,20077000,193744000,6964000,17.68,20.07,15.28,0.174,0.1535,3.99,4.42,23.11,1.17,0.4551,0,0.8859,0.1013,1.52,0.27,7.1938
2009-06-30,148530712,297061424,2,1328684000,988997000,141839000,127950000,1186845000,0,0,0,0,474894000,43538000,43538000,0.29,0.29,0.35,74018000,-11926000,0,63800000,173667000,11858000,17.72,19.37,16.07,0.1985,0.1737,4,4.63,20.25,1.17,0.4045,0,0.8932,0.1067,1.63,0.21,7.7296
2009-03-31,148530712,297061424,2,1302649000,967580000,165338000,151441000,1137311000,0,0,0,0,489347000,48694000,48694000,0.33,0.33,0,93534000,-17016000,-51986000,23975000,109867000,17060000,15.93,18.77,13.08,0.2309,0.2008,3.83,4.14,16.95,1,0.2967,0,0.8731,0.115,1.75,0.26,6.3892
2008-12-31,148530712,297061424,2,1304149000,975403000,161890000,147993000,1142259000,0,0,0,0,544959000,62536000,62536000,0.42,0.42,0.27,86168000,-11544000,-40106000,33785000,85892000,11541000,19.29,22.63,15.94,0.2535,0.2191,3.85,5.1,20.97,1,0.2761,0,0.8759,0.1195,1.83,0.25,6.5909
2008-09-30,148530712,297061424,2,1308892000,981034000,187115000,172006000,1121777000,0,0,0,0,625037000,72909000,72909000,0.49,0.49,0,59045000,-25591000,-57102000,-24331000,52107000,26069000,24.42,27.73,21.11,0.2554,0.2202,3.78,6.55,27.75,0.86,0.2613,0,0.857,0.1181,1.86,0.11,5.7035
2008-06-30,148530712,297061424,2,1270663000,959019000,161995000,146886000,1108668000,0,0,0,0,604219000,76166000,76166000,0.51,0.51,0.25,27949000,-17845000,-8944000,1226000,76438000,17759000,23.73,25.88,21.58,0.2521,0.2186,3.73,6.8,28.76,0.86,0.272,0,0.8725,0.1181,1.85,0.03,6.529
2008-03-31,149120712,298241424,2,1222575000,918375000,182223000,167114000,1040352000,0,0,0,0,566210000,68094000,68094000,0.46,0.46,0,86736000,-31603000,-37280000,17992000,75212000,31554000,20.02,23.47,16.57,0.244,0.2115,3.49,5.91,25.83,0.74,0.2672,0,0.851,0.1153,1.83,0.19,5.4955
2007-12-31,149120712,298241424,2,1163061000,880771000,152900000,137791000,1010161000,0,0,0,0,519206000,56191000,56191000,0.38,0.38,0.23,67467000,-14292000,-50234000,3075000,57220000,18698000,18.09,20.98,15.21,0.2358,0.2051,3.39,5.38,24.61,0.74,0.2834,0,0.8685,0.1128,1.82,0.16,6.3921
2007-09-30,150022512,300045024,2,1149777000,876704000,142163000,128162000,1007614000,0,0,0,0,533750000,62142000,62142000,0.41,0.41,0,52655000,-10482000,-45863000,-3185000,54145000,10286000,15.54,16.64,14.43,0.2302,0.2012,3.36,4.75,21.89,0.62,0.2787,0,0.8764,0.1115,1.8,0.14,6.8406
2007-06-30,150572512,301145024,2,1129028000,856749000,143340000,129339000,985688000,0,0,0,0,519706000,60256000,60256000,0.4,0.4,0.21,23318000,-3418000,-22412000,-2058000,57330000,9633000,14.33,15.89,12.77,0.2299,0.2009,3.27,4.59,21.07,0.62,0.2891,0,0.873,0.111,1.81,0.05,6.6241
2007-03-31,151106512,302213024,2,1095186000,822911000,153104000,140077000,942082000,0,0,0,0,489157000,54033000,54033000,0.36,0.36,0,84455000,-9482000,-35019000,40042000,59388000,11213000,14.86,15.94,13.78,0.2289,0.1996,3.12,4.87,22.52,0.52,0.2944,0,0.8602,0.1099,1.82,0.24,5.8747
2006-12-31,151206712,302413424,2,1039016000,767776000,116923000,103896000,922093000,0,0,0,0,448729000,45570000,45570000,0.3,0.3,0.2,18205000,-13241000,6895000,11908000,19346000,12933000,19.45,21.41,17.5,0.231,0.2005,3.05,6.73,30.39,0.52,0.3036,0,0.8875,0.11,1.82,0.02,7.3899
2006-09-30,150953929,301907858,2,997270000,724089000,124868000,107839000,872402000,0,0,0,0,470088000,54101000,54101000,0.36,0.36,0,20250000,-23848000,-31684000,-35354000,7438000,23654000,18.58,20.55,16.61,0.233,0.2016,2.89,6.59,30.46,0.42,0.2743,0,0.8748,0.1104,1.83,-0.01,6.7145
2006-06-30,150918247,301836494,2,980533000,723999000,130279000,113250000,850254000,0,0,0,0,458817000,51513000,51513000,0.34,0.34,0.2,-3598000,-17179000,-5667000,-26326000,42792000,16914000,21.34,24.42,18.27,0.2318,0.201,2.82,8.05,36.32,0.42,0.2864,0,0.8671,0.11,1.83,-0.07,6.3929
2006-03-31,151054752,302109504,2,953372000,700170000,152004000,135919000,801368000,0,0,0,0,431703000,47854000,47854000,0.32,0.32,0,63018000,-19931000,-30211000,12914000,69118000,19834000,21.33,23.7,18.96,0.2327,0.2023,2.65,8.24,38.78,0.32,0.2594,0,0.8406,0.1109,1.82,0.14,5.1514
2005-12-31,151054752,302109504,2,890035000,649008000,106486000,91538000,783549000,0,0,0,0,384043000,39164000,39164000,0.25,0.26,0.15,46335000,-22139000,0,24175000,56204000,21990000,18.09,20.98,15.21,0.2263,0.1982,2.59,7.29,34.29,0.32,0.2762,0,0.8804,0.1095,1.81,0.08,7.09
2005-09-30,75527376,302109504,4,848194000,621389000,99894000,85212000,748300000,0,0,0,0,402218000,45971000,45971000,0.61,0.6,0,22073000,-6563000,-23413000,-7616000,32029000,13221000,15.54,16.64,14.43,0.2259,0.1982,2.48,6.5,31.55,0.24,0.1927,0,0.8822,0.1104,1.8,0.03,7.2923
2005-06-30,75527376,302109504,4,820368000,594474000,99665000,84983000,720703000,0,0,0,0,383263000,44648000,44648000,0.59,0.59,0.31,6409000,-13797000,-18739000,-26350000,39645000,14467000,14.33,15.89,12.77,0.218,0.1904,2.39,6.26,31.15,0.24,0.2071,0,0.8785,0.1084,1.76,-0.03,6.9952
2005-03-31,75877376,303509504,4,808416000,589097000,111976000,97294000,696440000,0,0,0,0,353809000,37031000,37031000,0.49,0.49,0,47095000,8947000,-23522000,32492000,65995000,10777000,14.86,15.94,13.78,0.2109,0.1833,2.29,6.6,34.56,0.16,0.1356,0,0.8615,0.1069,1.71,0.12,6.0548
2004-12-31,75877376,303509504,4,770234000,538066000,85865000,71183000,684369000,0,0,0,0,318465000,33269000,33269000,0.44,0.43,0.1,18713000,-11389000,1000,7471000,33503000,14158000,14.41,16.04,12.79,0.2056,0.1786,2.25,6.77,37.19,0.16,0.1448,0,0.8885,0.1058,1.69,0.02,7.5589
2004-09-30,75877376,303509504,4,745153000,520017000,100109000,86247000,645044000,0,0,0,0,325678000,34741000,34741000,0.46,0.46,0,2885000,-737000,-18969000,-16669000,26032000,14236000,14.75,16.13,13.38,0.1927,0.1671,2.13,7.16,42.14,0.14,0.1935,0,0.8657,0.1004,1.67,-0.04,6.0294
2004-06-30,75877376,303509504,4,727778000,509304000,101338000,87476000,626440000,0,0,0,0,310143000,34832000,34832000,0.46,0.46,0.15,7490000,-17804000,0,-10387000,42701000,11565000,13.18,14.24,12.12,0.1798,0.1569,2.06,6.76,42.86,0.14,0.2145,0,0.8608,0.0961,1.63,-0.01,5.8222
2004-03-31,75877376,303509504,4,690227000,486679000,97220000,83358000,593007000,0,0,0,0,284206000,28147000,28147000,0.37,0.37,0,28349000,-13607000,-11382000,3338000,53088000,8229000,12.28,13.58,10.97,0.1639,0.144,1.95,6.46,44.25,0.1,0.1709,0,0.8591,0.0894,1.61,0.07,5.8384
2003-12-31,75877376,303509504,4,651543000,454196000,74803000,60941000,576740000,0,0,0,0,251643000,19890000,19890000,0.26,0.26,0.15,28740000,-22854000,-11382000,-5377000,49750000,15133000,11.08,12.75,9.41,0.153,0.1353,1.9,5.96,41.04,0.1,0.1894,0,0.8852,0.0845,1.6,0.04,7.453
2003-09-30,75877376,303509504,4,635774000,459328000,71042000,58969000,564732000,0,0,0,0,258330000,23262000,23262000,0.31,0.31,0,26859000,-8582000,0,18287000,55127000,8376000,9.58,10.94,8.22,0.1529,0.1355,1.86,5.38,37.57,0.06,0.1029,0,0.8883,0.0843,1.61,0.06,7.7893
2003-06-30,75877376,303509504,4,611736000,436896000,70367000,58294000,541369000,0,0,0,0,249112000,21927000,21927000,0.29,0.29,0.06,26060000,-8223000,0,18039000,36840000,8057000,8.12,9.29,6.95,0.1511,0.134,1.78,4.78,31.84,0.06,0.1084,0,0.885,0.0817,1.64,0.06,7.4947
2003-03-31,75877376,303509504,4,587740000,418857000,71099000,59026000,516641000,0,0,0,0,235843000,19041000,19041000,0.25,0.25,0,8964000,-74000,-4553000,4505000,18801000,14496000,8.3,9.73,6.88,0.1571,0.139,1.7,5.03,33.03,0.05,0.0493,0,0.879,0.083,1.68,-0.02,7.0961
2002-12-31,75877376,303509504,4,559008000,396486000,59137000,47064000,499871000,0,0,0,0,219286000,16889000,16889000,0.23,0.23,0.05,-10458000,-738000,0,-11189000,14296000,12798000,8.25,9.85,6.65,0.1607,0.1419,1.65,5.22,34.74,0.05,0.0502,0,0.8942,0.0834,1.7,-0.08,8.4244
2002-09-30,75877376,303509504,4,539644000,381905000,60102000,50307000,479542000,0,0,0,0,238086000,19117000,19117000,0.25,0.25,0,-1290000,-19839000,0,-21208000,25485000,12619000,8.91,10.45,7.37,0.1596,0.1408,1.58,5.86,38.53,0.04,0.0474,0,0.8886,0.0808,1.74,-0.05,7.5915
2002-06-30,75877376,303509504,4,525982000,380110000,64479000,54684000,461503000,0,0,0,0,233484000,21831000,21831000,0.29,0.29,0,8495000,-9683000,0,-1098000,46693000,10260000,9.94,10.84,9.04,0.161,0.1409,1.52,6.86,44.93,0.04,0.0489,0,0.8774,0.0812,1.73,-0.01,6.951
2002-03-31,37938688,303509504,8,504623000,366001000,65798000,56003000,438825000,0,0,0,0,214582000,17705000,17705000,0.47,0.47,0,21072000,-16747000,-3794000,527000,47791000,4313000,8.81,9.71,7.91,0.1606,0.141,1.45,6.29,38.1,0.04,0.0509,0,0.8696,0.0806,1.75,0.06,6.5354
2001-12-31,37938688,303509504,8,475244000,341241000,50356000,40561000,424888000,0,0,0,0,205283000,13354000,13354000,0.35,0.35,0.09,19938000,-28891000,0,-8953000,47264000,8105000,7.63,8.43,6.83,0.1744,0.1532,1.4,5.61,30.52,0.04,0.0487,0,0.894,0.0857,1.79,0.04,8.413
2001-09-30,37938688,303509504,8,477983000,349464000,66296000,59669000,411687000,0,0,0,0,207077000,17001000,17001000,0.45,0.45,0,29034000,-19442000,0,9504000,56217000,17887000,7.4,8.49,6.31,0.1962,0.1722,1.36,5.69,28.19,0.03,0.0401,0,0.8613,0.0945,1.82,0.04,5.8567
2001-06-30,37938688,303509504,8,444670000,319817000,49155000,42528000,395515000,0,0,0,0,204907000,19018000,19018000,0.5,0.5,0,16700000,-5711000,0,10989000,46713000,8198000,7.63,9.13,6.13,0.216,0.1905,1.3,6.15,28.39,0.03,0.0382,0,0.8895,0.101,1.89,0.03,7.5202
2001-03-31,37938688,303509504,8,432935000,311388000,57005000,50378000,375930000,0,0,0,0,201016000,20739000,20739000,0.55,0.55,0,26055000,-6604000,-3415000,16036000,35746000,7857000,7.03,8.01,6.05,0.2333,0.2041,1.24,5.96,26.4,0.03,0.0373,0,0.8683,0.1057,1.93,0.06,6.181
2000-12-31,37938688,303509504,8,402464000,293424000,43206000,36579000,359258000,0,0,0,0,187961000,18907000,18907000,0.5,0.5,0.08,16900000,-8111000,0,8789000,32707000,7265000,6.74,7.84,5.64,0.2448,0.2131,1.18,6.02,26.3,0.03,0.0376,0,0.8926,0.1083,1.97,0.03,8.0217
2000-09-30,37938688,303509504,8,388470000,283389000,47295000,42295000,341175000,0,0,0,0,192922000,20802000,20802000,0.55,0.55,0,2856000,-7512000,0,-4656000,23918000,8300000,7.49,8.61,6.38,0.2503,0.2171,1.12,7.13,30.73,0.01,0.0195,0,0.8783,0.109,1.99,-0.02,6.7003
2000-06-30,37938688,303509504,8,371552000,271577000,51832000,46832000,319720000,0,0,0,0,188589000,20975000,20975000,0.55,0.55,0,-4762000,-6898000,0,-11660000,28574000,6728000,7.41,9.16,5.66,0.2537,0.2196,1.05,7.56,32.04,0.01,0.0205,0,0.8605,0.1089,2.02,-0.04,5.799
2000-03-31,37938688,303509504,8,352980000,256852000,54086000,49086000,298894000,0,0,0,0,176268000,20046000,20046000,0.53,0.53,0,23259000,-7839000,-3035000,12385000,40234000,7803000,5.34,6.22,4.46,0.2559,0.2215,0.98,5.74,24.69,0.01,0.0217,0,0.8468,0.1087,2.04,0.05,5.2327
1999-12-31,37938688,303509504,8,318621000,227405000,36661000,33661000,281960000,0,0,0,0,155302000,15888000,15888000,0.42,0.42,0.04,15181000,-11594000,0,3587000,27849000,11640000,5.25,6.24,4.25,0.2546,0.2205,0.93,5.97,25.61,0.01,0.0232,0,0.8849,0.1074,2.05,0.01,6.7557
1999-09-30,37938688,303509504,8,304821000,222487000,38835000,36055000,265986000,0,0,0,0,159359000,17090000,17090000,0.45,0.45,0,14353000,-6640000,0,7713000,24262000,6661000,6.65,7.57,5.73,0.2576,0.2217,0.88,8.11,34.1,0.01,0.0122,0,0.8726,0.1066,2.08,0.03,6.1708
1999-06-30,37938688,303509504,8,289184000,210718000,40324000,37544000,248860000,0,0,0,0,153891000,17062000,17062000,0.45,0.45,0,6226000,-1149000,-1000,5076000,16549000,1272000,5.53,6.81,4.25,0.2614,0.223,0.82,7.28,29.89,0.01,0.0129,0,0.8606,0.1065,2.09,0.02,5.6126
1999-03-31,37938688,303509504,8,274828000,194575000,43176000,40396000,231652000,0,0,0,0,140634000,15415000,15415000,0.41,0.41,0,20229000,-5271000,-5571000,9387000,11473000,5406000,4.94,5.67,4.2,0.2647,0.2221,0.76,6.86,28.23,0.01,0.0136,0,0.8429,0.1062,2.09,0.05,4.8167
1998-12-31,37938688,303509504,8,251234000,173267000,33588000,30808000,217646000,0,0,0,0,128617000,12518000,12518000,0.33,0.33,0.02,19603000,-10484000,-8678000,441000,2086000,10425000,4.18,5.8,2.56,0.2675,0.222,0.72,6.15,24.96,0.01,0.0143,0,0.8663,0.1053,2.11,0.03,5.6241
1998-09-30,37938688,303509504,8,243569000,172665000,38386000,36737000,205183000,0,0,0,0,131349000,14033000,14033000,0.37,0.37,0,11959000,-4204000,-6911000,844000,1645000,3958000,4.71,6.41,3.01,0.274,0.2233,0.68,7.48,29.67,0.01,0.015,0,0.8424,0.1053,2.12,0.03,4.7
1998-06-30,37938688,303509504,8,238712000,168915000,47342000,45693000,191370000,0,0,0,0,126427000,14016000,14016000,0.37,0.37,0,1635000,-9534000,8282000,383000,801000,9359000,6.03,7.11,4.95,0.278,0.2233,0.63,10.4,40.88,0.01,0.0158,0,0.8017,0.1053,2.12,-0.03,3.6967
1998-03-31,37938688,303509504,8,220678000,157602000,43168000,41519000,177510000,0,0,0,0,116707000,12386000,12386000,0.33,0.33,0,10119000,-4387000,-5700000,32000,418000,4354000,5.19,6.09,4.28,0.2763,0.2218,0.58,9.44,38.44,0.01,0.0171,0,0.8044,0.104,2.13,0.02,3.7959
1997-12-31,37938688,303509504,8,205137000,144171000,39265000,37616000,165872000,0,0,0,0,107114000,10256000,10256000,0.27,None,0.02,-1212000,-4570000,5865000,83000,386000,4639000,5.75,7,4.5,0.2722,0.2166,0.55,11.27,45.1,0.01,0.0186,0,0.8086,0.1026,2.11,-0.02,3.8327
