"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
2015-09-30,235475102,235475102,1,16440800000,2412600000,7419000000,803100000,9011100000,10700000,0,284600000,5903300000,1012200000,292000000,292000000,1.24,1.24,0.15,375100000,-731300000,-51500000,-407700000,240400000,530300000,17.82,22.21,13.42,-0.2987,-0.158,38.27,0.48,None,10.88,None,0.6551,0.5481,None,0.25,-0.66,3.0041
2015-06-30,235678744,235678744,1,16338100000,2640600000,7576200000,928300000,8750600000,11300000,0,307800000,5911300000,1059000000,260300000,260300000,1.11,1.11,0.15,427800000,-421800000,-245600000,-239500000,648300000,516800000,24.72,28.4,21.04,-0.2613,-0.1423,37.13,0.68,None,10.73,None,0.6755,0.5356,None,0.26,-0.38,2.8446
2015-03-31,234291051,234291051,1,16346200000,3053800000,7831100000,1133600000,8504500000,10600000,0,316500000,5919300000,1163900000,324700000,324700000,1.38,1.38,0.15,459000000,-384300000,148200000,223000000,887800000,397100000,26.03,32.28,19.78,-0.3857,-0.2198,36.3,0.74,None,10.58,None,0.696,0.5203,None,0.26,0.26,2.6939
2014-12-31,234172524,234172524,1,16059900000,2934800000,7837000000,1104600000,8215000000,7900000,0,321800000,5920400000,913300000,-3451800000,-3451800000,-14.88,-14.88,0.75,530800000,-822500000,-217200000,-508900000,664800000,-59200000,33.94,41.99,25.88,-0.3504,-0.212,35.08,0.67,None,10.43,None,0.7207,0.5115,None,0.25,2.52,2.6569
2014-09-30,234258168,234258168,1,19772500000,3030400000,7923500000,1131500000,11836400000,12600000,0,3331800000,5903900000,1261200000,429400000,429400000,1.83,1.83,0.75,601900000,-621200000,1048200000,1028700000,1173700000,647400000,48.33,55.74,40.91,-0.0073,-0.0046,50.53,0.98,None,9.68,None,0.4988,0.5986,None,0.25,-0.19,2.6782
2014-06-30,234308440,234308440,1,18271200000,1775800000,6678400000,1090000000,11582600000,10200000,0,3340600000,4679100000,1203000000,-1172700000,-1172700000,-5.07,-5.07,0.75,504800000,-283100000,-199300000,22500000,145000000,325500000,52.21,55.89,48.53,-0.0112,-0.0073,49.43,0.94,8.76,8.93,None,0.404,0.6339,None,0.26,0.77,1.6292
2014-03-31,233662387,233662387,1,19521200000,1472400000,6590400000,952900000,12921600000,9200000,0,3349300000,4703700000,1187000000,292500000,292500000,1.25,1.25,0.75,416600000,-270800000,-189000000,-43100000,122500000,274100000,52.65,57.45,47.85,0.1101,0.0724,55.3,0.96,8.67,8.18,0.419,0.364,0.6619,0.2811,0.26,0.61,1.5452
2013-12-31,233568357,233568357,1,19472900000,1535200000,6674000000,1047300000,12791600000,7300000,0,3352400000,4766400000,1255600000,361400000,361400000,1.55,1.54,0.75,547900000,-511300000,-197200000,-159800000,165600000,479000000,57.87,62.25,53.49,0.1137,0.0746,54.77,1.07,10.58,7.42,0.3712,0.3726,0.6569,0.2876,0.26,0.29,1.4659
2013-09-30,233539717,233539717,1,19142900000,1517100000,6540300000,940500000,12593100000,9500000,0,3366600000,4743600000,1266200000,378800000,378800000,1.62,1.62,0.5,648200000,-681700000,-130700000,-164400000,325400000,684600000,57.8,61.96,53.64,0.1043,0.068,53.92,1.1,10.84,6.67,0.3444,0.3767,0.6578,0.2684,0.25,-0.16,1.6131
2013-06-30,233530769,233530769,1,18806600000,1783500000,6488800000,861300000,12310100000,7700000,0,3375500000,4758700000,1248100000,360900000,360900000,1.55,1.55,0.5,442100000,-379800000,-133500000,-72000000,489800000,429800000,57.58,64.14,51.01,0.103,0.0669,52.71,1.11,10.97,6.17,0.3312,0.3866,0.6546,0.2683,0.25,0.05,2.0707
2013-03-31,232917732,232917732,1,18592500000,1784900000,6523900000,845400000,12062100000,6500000,0,3389000000,4783300000,1149900000,317100000,313800000,1.36,1.36,0.5,342300000,-151900000,-115700000,74700000,561800000,152800000,61.3,65.82,56.78,0.1031,0.0664,51.79,1.2,12.16,5.67,0.3129,0.3966,0.6488,0.2737,0.24,0.81,2.1113
2012-12-31,232709320,232709320,1,18565300000,1723900000,6713200000,989700000,11846400000,5700000,0,3394700000,4845900000,1078700000,219500000,219500000,0.95,0.94,0.38,599500000,-180200000,-92100000,327300000,487100000,280700000,57.13,60.73,53.53,0.1008,0.0642,50.91,1.14,11.22,5.17,0.3011,0.4091,0.6381,0.2697,0.24,1.37,1.7418
2012-09-30,232235808,232235808,1,18234300000,1410600000,6540400000,914900000,11687100000,6800000,0,3430900000,4822900000,1123600000,343500000,339900000,1.48,1.48,0.375,577000000,-531500000,-113100000,-66900000,159800000,531500000,53.72,61.48,45.95,0.1036,0.0653,50.32,1.09,11.96,4.79,0.2928,0.4127,0.6409,0.2764,0.23,0.2,1.5418
2012-06-30,231990811,231990811,1,18158200000,1460500000,6742800000,1151200000,11408500000,6900000,0,3444500000,4838000000,1072000000,341300000,337800000,1.47,1.47,0.375,463300000,-226500000,-219700000,17800000,226700000,226500000,48.64,55.66,41.63,0.0934,0.0581,49.18,1.02,13.47,4.42,0.3257,0.4241,0.6283,0.2564,0.22,1.02,1.2687
2012-03-31,231330787,231330787,1,17948000000,1297000000,6860400000,1239000000,11080800000,6800000,0,3447000000,4862600000,1026400000,265400000,262700000,1.15,1.15,0.375,547300000,-759000000,-10600000,-221800000,208900000,763500000,53.09,59.9,46.28,0.0733,0.0452,47.9,1.13,18.24,4.04,0.4151,0.4388,0.6174,0.226,0.2,-0.93,1.0468
2011-12-31,231049272,231049272,1,17871200000,1644700000,6986700000,1323400000,10879300000,5200000,0,3486100000,5050100000,1001400000,229400000,226800000,0.99,0.99,0.35,330300000,-242800000,-136600000,-49200000,430700000,242800000,46.34,55.29,37.39,0.0622,0.0383,47.09,1,16.26,3.67,0.4928,0.4642,0.6088,0.2088,0.18,0.38,1.2428
2011-09-30,230623519,230623519,1,17650200000,1514400000,6934100000,1255200000,10711100000,5000000,0,3499600000,5124600000,915600000,204500000,202200000,0.89,0.88,0.35,226200000,-231100000,-68400000,-74100000,479900000,231100000,46.81,54.12,39.51,0.0601,0.0389,46.44,1.02,16.25,3.32,0.524,0.4784,0.6069,0.2216,0.17,-0.02,1.2065
2011-06-30,230493455,230493455,1,17511400000,1566300000,6933100000,1194700000,10571700000,6600000,0,3295000000,4917400000,564200000,101900000,100900000,0.59,0.59,0.35,50600000,-2751200000,-177500000,-2878100000,554000000,90700000,55.16,60.31,50,0.06,0.0416,45.87,1.32,17.35,2.97,0.5424,0.4651,0.6037,0.2412,0.17,-0.17,1.311
2011-03-31,143430388,143430388,1,9665100000,3885200000,3673200000,2932400000,5986700000,5200000,0,336200000,240100000,361500000,64600000,63600000,0.45,0.45,0.35,125200000,-130500000,2386600000,2381400000,3432100000,130500000,54.66,59.61,49.7,0.0763,0.0591,41.74,1.32,13.46,2.62,0.4455,0.0401,0.6194,0.2797,0.21,-0.04,1.3249
2010-12-31,143397356,143397356,1,7051500000,1436700000,1086500000,349000000,5959500000,5500000,0,336200000,240100000,412800000,132900000,132900000,0.93,0.93,0.35,318400000,-111700000,-61200000,145500000,1050700000,137400000,48.5,53.93,43.08,0.099,0.0832,41.56,1.18,10.57,2.27,0.267,0.0403,0.8451,0.3396,0.24,1.26,4.1166
2010-09-30,142957550,142957550,1,7110100000,1525900000,1237100000,477900000,5865600000,7400000,0,336200000,248600000,428300000,130500000,128700000,0.91,0.91,0.35,119000000,-400500000,-50600000,-331900000,905200000,400500000,43.09,47.28,38.91,0.1143,0.0951,41.03,1.07,9.11,1.92,0.1633,0.0424,0.825,0.3665,0.26,-1.97,3.1929
2010-06-30,142959478,142959478,1,6921000000,1687600000,1147300000,416400000,5767600000,6100000,0,336200000,248600000,406300000,126300000,124800000,0.89,0.89,0.35,209900000,-126000000,-76000000,7700000,1237100000,168400000,42.83,52.32,33.33,0.121,0.1003,40.34,1.07,8.16,1.57,0.0892,0.0431,0.8333,0.379,0.26,0.29,4.0528
2010-03-31,142519853,142519853,1,6782700000,1700800000,1082900000,336600000,5691100000,8700000,0,336200000,257200000,449400000,189800000,189800000,1.33,1.33,0.025,170800000,-77500000,-4800000,88000000,1229400000,167500000,42.22,46.98,37.45,0.1386,0.1137,39.93,1.09,7.7,1.22,0.0181,0.0452,0.8391,0.3979,0.29,0.02,5.0529
2009-12-31,142522784,142522784,1,6747200000,1652800000,1240100000,484900000,5499200000,7900000,0,336200000,257200000,494800000,208700000,208700000,1.46,1.46,0.02,312300000,-175800000,-12500000,124200000,1141400000,175800000,45.52,51.3,39.73,0.1498,0.1216,38.58,1.23,7.38,1.2,0.0173,0.0468,0.815,0.4005,0.3,0.96,3.4085
2009-09-30,142506762,142506762,1,6455200000,1550800000,1163700000,403000000,5284200000,7300000,0,336200000,265800000,425400000,149700000,149700000,1.05,1.05,0.025,351300000,-213000000,-3300000,135200000,1017200000,213000000,37.7,43.14,32.26,0.1742,0.1409,37.08,1.05,5.3,1.18,0.0155,0.0503,0.8186,0.425,0.33,0.97,3.8481
2009-06-30,142444604,142444604,1,6349000000,1537400000,1220400000,455000000,5121500000,7100000,0,336200000,265700000,511600000,200300000,200300000,1.41,1.41,0.025,254100000,-286000000,-13800000,-45300000,882000000,285200000,33.76,42.47,25.05,0.2103,0.1691,35.95,0.98,4.34,1.15,0.0134,0.0519,0.8067,0.4441,0.38,-0.22,3.3789
2009-03-31,141801809,141801809,1,6084900000,1552200000,1175000000,438300000,4902900000,7000000,0,336200000,274300000,514100000,220700000,220700000,1.56,1.56,0.025,321500000,-178900000,-4600000,137700000,927300000,184600000,27.2,32.37,22.04,0.2416,0.1948,34.58,0.82,3.35,1.13,0.0123,0.0559,0.8057,0.4612,0.42,0.97,3.5414
2008-12-31,141818642,141818642,1,5830100000,1400900000,1153200000,427900000,4676900000,0,0,336200000,274300000,597200000,299800000,299800000,2.15,2.15,0.02,396100000,-34400000,-12300000,342000000,789600000,118000000,40.12,57.85,22.38,0.2656,0.2123,32.98,1.3,5.27,1.1,0.0118,0.0586,0.8022,0.4696,0.45,1.96,3.2739
2008-09-30,141822472,141822472,1,5457200000,1131800000,1081100000,362400000,4376100000,0,0,336200000,282900000,635800000,282300000,282300000,2,1.99,0.025,349100000,-277100000,-150900000,-84000000,447600000,239400000,66.81,81.12,52.5,0.2656,0.2093,30.86,2.25,8.98,1.08,0.0125,0.0646,0.8019,0.4574,0.46,0.77,3.1231
2008-06-30,143306577,143306577,1,5204900000,1065600000,956400000,239500000,4248500000,0,0,336200000,282800000,637100000,296700000,296700000,2.08,2.07,0.025,260900000,-295100000,-98400000,-133300000,531600000,298500000,71.53,83.24,59.81,0.2747,0.2134,29.65,2.56,10.09,1.06,0.0127,0.0666,0.8163,0.4673,0.46,-0.26,4.4493
2008-03-31,144345866,144345866,1,5195000000,1204400000,1164100000,443300000,4030900000,0,0,336200000,291400000,580300000,272000000,272000000,1.9,1.9,0.025,151200000,-115200000,1200000,35400000,664900000,116200000,55.59,65.23,45.94,0.2775,0.2111,27.93,2.13,8.26,1.03,0.0134,0.0723,0.7759,0.4668,0.45,0.24,2.7169
2007-12-31,143931358,143931358,1,4968800000,1129300000,1216800000,503500000,3752000000,0,0,336200000,291400000,529200000,238600000,238600000,1.66,1.65,0.02,374700000,-109900000,-257500000,6600000,629500000,112000000,56.37,60.94,51.8,0.2797,0.2104,26.07,2.26,8.7,1.01,0.014,0.0777,0.7551,0.4627,0.45,1.83,2.2429
2007-09-30,144869131,144869131,1,4764400000,1161500000,1154900000,431900000,3609500000,0,0,336200000,300000000,551900000,266700000,266700000,1.83,1.82,0.025,334900000,-115200000,-143800000,75900000,622900000,117600000,59.09,67.61,50.57,0.2824,0.2115,24.92,2.5,9.75,0.99,0.0146,0.0831,0.7576,0.4646,0.46,1.5,2.6893
2007-06-30,147416893,147416893,1,4620100000,1083100000,1140300000,409800000,3479800000,0,0,336200000,299900000,548600000,254400000,254400000,1.72,1.72,0.025,252700000,-182700000,-143300000,-73400000,547000000,184300000,58.2,63.28,53.12,0.2793,0.2073,23.61,2.59,10.37,0.96,0.0156,0.0862,0.7532,0.4532,0.46,0.46,2.643
2007-03-31,149086637,149086637,1,4510000000,1086500000,1165600000,425400000,3344400000,0,0,336200000,308500000,514100000,232300000,232300000,1.55,1.54,0.025,279700000,-104400000,-120700000,54600000,620400000,106000000,50.8,56.59,45,0.274,0.2017,22.43,2.38,10.08,0.94,0.0169,0.0922,0.7416,0.4387,0.46,1.17,2.5541
2006-12-31,150884927,150884927,1,4334400000,987200000,1118400000,384900000,3216000000,0,0,336200000,308500000,459700000,210400000,210400000,1.4,1.4,0.02,289800000,-108900000,-44100000,136700000,565800000,123000000,47.42,55.75,39.1,0.2612,0.19,21.31,2.38,10.95,0.91,0.0188,0.0959,0.742,0.4244,0.45,1.11,2.5648
2006-09-30,151859636,151859636,1,4132100000,854200000,1110200000,253000000,3021900000,0,0,336200000,466900000,489900000,214800000,214800000,1.41,1.4,0.025,None,-121200000,-57200000,119300000,429100000,121800000,42.38,47.4,37.36,0.2396,0.1718,19.9,2.28,12.36,0.89,0.0219,0.1545,0.7313,0.4011,0.43,None,3.3763
2006-06-30,153452877,153452877,1,3922200000,725800000,1064200000,230000000,2858000000,0,0,336200000,466900000,478800000,194700000,194700000,1.27,1.27,0.025,141800000,-37500000,-44800000,58700000,309800000,38200000,49.27,58.75,39.8,0.2005,0.1417,18.62,2.81,18.81,0.87,0.0277,0.1634,0.7287,0.3646,0.39,0.68,3.1557
2006-03-31,153771431,153771431,1,3818700000,589300000,1126400000,275500000,2692300000,0,0,336200000,475400000,385100000,149800000,149800000,0.98,0.97,0.025,218100000,-234400000,-1900000,-17400000,251100000,245600000,49.61,56.4,42.82,0.1615,0.1121,17.51,3.01,25.7,0.84,0.0362,0.1766,0.705,0.331,0.34,-0.18,2.139
2005-12-31,153492688,153492688,1,3617900000,578400000,1084700000,231400000,2533200000,0,0,336200000,475400000,304600000,105900000,105900000,0.7,0.69,0.02,110300000,-63800000,-8500000,36300000,268500000,76300000,44.88,50.34,39.42,0.1238,0.0846,16.5,2.84,30.12,0.82,0.0493,0.1877,0.7002,0.281,0.3,0.22,2.4996
2005-09-30,153265357,153265357,1,3509800000,496900000,1083400000,220700000,2426400000,0,0,336200000,483900000,276700000,76500000,76500000,0.5,0.5,0.025,75900000,-177000000,37600000,-64700000,232200000,178200000,41.53,47.85,35.22,0.0991,0.0666,15.83,2.73,35.8,0.8,0.0637,0.1994,0.6913,0.2379,0.28,-0.67,2.2515
2005-06-30,151992476,151992476,1,3403200000,528100000,1095000000,238500000,2308200000,0,0,336200000,483900000,248600000,70000000,70000000,0.46,0.46,0.025,None,None,None,66200000,296900000,77000000,34.37,39.49,29.25,0.0794,0.0527,15.19,2.33,41.91,0.77,0.0817,0.2096,0.6782,0.2032,0.26,None,2.2143
2005-03-31,151734754,151734754,1,3381000000,453900000,1141600000,226800000,2239400000,0,0,336200000,524300000,217000000,41800000,41800000,0.28,0.28,0.025,100900000,-148400000,12200000,-36300000,230700000,146600000,35.87,41.42,30.32,0.0569,0.0375,14.76,2.49,52.75,0.75,0.1163,0.2341,0.6623,0.1547,0.24,-0.3,2.0013
2004-12-31,151237094,151237094,1,3322000000,493700000,1140100000,215800000,2181900000,0,0,341000000,527100000,211000000,38500000,38500000,0.25,0.25,0.02,58800000,-61400000,-11000000,-13700000,267000000,56900000,31.2,34.15,28.25,0.0481,0.0316,14.43,2.2,52,0.72,0.1396,0.2416,0.6568,0.1339,0.24,0.01,2.2878
2004-09-30,151081993,151081993,1,3254200000,469000000,1112200000,195000000,2142000000,0,0,341000000,535000000,190000000,25800000,25800000,0.17,0.17,0.025,None,None,None,-2500000,280700000,68000000,30.05,33.15,26.95,0.0429,0.0282,14.18,2.14,48.47,0.7,0.1584,0.2498,0.6582,0.1197,0.24,None,2.4051
2004-06-30,151025844,151025844,1,3218800000,459000000,1100800000,189000000,2118000000,0,0,342000000,538000000,181000000,17500000,17500000,0.12,0.12,0.025,None,None,None,-14100000,283200000,54100000,27.05,29.16,24.95,0.0443,0.029,14.02,1.94,38.1,0.68,0.1546,0.254,0.658,0.1209,0.24,None,2.4286
2004-03-31,151003314,151003314,1,3211400000,484000000,1106400000,190000000,2105000000,0,0,342000000,547000000,186000000,21000000,21000000,0.14,0.14,0.025,70200000,-125300000,-1800000,-56700000,297300000,125600000,28.57,30.79,26.35,0.0515,0.0336,13.94,2.07,39.68,0.65,0.1343,0.2599,0.6555,0.1362,0.25,-0.37,2.5474
2003-12-31,150948955,150948955,1,3183000000,543000000,1102000000,187000000,2081000000,0,0,342000000,549000000,200000000,26300000,26300000,0.17,0.17,0.02,86400000,-46300000,-13300000,27100000,354000000,45300000,26.74,29,24.49,0.0532,0.0345,13.79,1.95,74.28,0.63,0.1316,0.2638,0.6538,0.1371,0.25,0.27,2.9037
2003-09-30,149873819,149873819,1,3173300000,532000000,1123300000,221000000,2050000000,0,0,341000000,558000000,199000000,27800000,27800000,0.19,0.19,0.025,80300000,-38000000,21600000,63900000,326900000,40700000,26,28.43,23.58,0.0276,0.0178,13.68,1.93,70.27,0.61,0.257,0.2722,0.646,0.0693,0.26,0.26,2.4072
2003-06-30,149828484,149828484,1,3109600000,473000000,1087600000,211000000,2022000000,0,0,350000000,536000000,196000000,31300000,31300000,0.21,0.21,0.025,54800000,58000000,-9100000,103300000,262200000,47300000,27.71,31.1,24.32,0.0289,0.0186,13.5,2.08,61.58,0.58,0.2467,0.2651,0.6502,0.0728,0.26,0.05,2.2417
2003-03-31,149444426,149444426,1,3103200000,413000000,1113200000,212000000,1990000000,0,0,350000000,544000000,195000000,22900000,22900000,0.15,0.15,0.025,71000000,-51400000,-4600000,11800000,158900000,53300000,27.49,30.75,24.24,0.0354,0.0226,13.32,2.08,65.45,0.56,0.2156,0.2734,0.6413,0.0875,0.26,0.12,1.9481
2002-12-31,149116127,149116127,1,3061500000,387000000,1094500000,198000000,1967000000,0,0,350000000,547000000,208100000,-26700000,-26700000,-0.19,-0.19,0.02,55700000,-68200000,-3400000,-15900000,147100000,63100000,27.88,31.62,24.15,0.0342,0.0218,13.19,2.1,34,0.53,0.2341,0.2781,0.6425,0.0845,0.26,-0.05,1.9545
2002-09-30,148940513,148940513,1,3084500000,386000000,1107500000,200000000,1977000000,0,0,350000000,549000000,191000000,30000000,30000000,0.2,0.2,0.025,71300000,-160300000,-54800000,-143800000,163000000,67900000,25.09,28.98,21.19,0.0727,0.0457,13.27,2.5,22.4,0.51,0.117,0.2777,0.6409,0.1724,0.27,0.02,1.93
2002-06-30,148793561,148793561,1,2361600000,489000000,870600000,128000000,1491000000,0,0,103000000,456000000,157000000,39500000,39500000,0.29,0.29,0.025,38400000,-53300000,2900000,-12000000,306000000,53800000,31.1,35.5,26.7,0.1065,0.0664,10.02,2.89,24.49,0.49,0.0851,0.3058,0.6314,0.2189,0.3,-0.1,3.8203
2002-03-31,135374864,135374864,1,2342400000,480000000,886400000,146000000,1456000000,0,0,0,462000000,142000000,16200000,16200000,0.12,0.12,0.025,44700000,-3700000,-1000000,40000000,318000000,42100000,25.79,30.7,20.87,0.1228,0.0766,10.76,2.41,17.31,0.46,0.0731,0.3173,0.6216,0.2306,0.33,0.02,3.2877
2001-12-31,134647121,134647121,1,2323800000,461000000,883800000,149000000,1440000000,0,0,0,462000000,180400000,29900000,29900000,0.21,0.21,0.02,134000000,-53300000,-17300000,63400000,278800000,44200000,20.07,26.23,13.91,0.1463,0.0914,10.69,1.9,12.7,0.44,0.0627,0.3208,0.6197,0.2532,0.36,0.67,3.094
2001-09-30,134622481,134622481,1,2292200000,467000000,871200000,130000000,1421000000,0,0,0,468000000,227000000,69000000,69000000,0.5,0.5,0.025,121300000,-70900000,-77200000,-26800000,215400000,41700000,18.25,23.68,12.81,0.1582,0.0992,10.56,1.76,14.48,0.42,0.0595,0.3293,0.6199,0.2709,0.37,0.59,3.5923
2001-06-30,137956230,137956230,1,2252400000,446000000,825400000,100000000,1427000000,0,0,0,468000000,215000000,61200000,61200000,0.44,0.44,0.025,83800000,-40600000,-10800000,32400000,242200000,27500000,31.66,40.44,22.88,0.1298,0.0817,10.34,3.21,34.41,0.39,0.0749,0.328,0.6335,0.2401,0.34,0.41,4.46
2001-03-31,138862011,138862011,1,2190900000,386000000,820900000,99000000,1370000000,0,0,0,474000000,195000000,46900000,46900000,0.34,0.34,0.025,82400000,-30000000,50800000,103200000,209800000,31800000,37.34,44.49,30.19,0.0982,0.0617,9.87,3.89,62.23,0.37,0.1022,0.346,0.6253,0.2035,0.3,0.36,3.899
2000-12-31,138490678,138490678,1,2108000000,288000000,763000000,117000000,1328000000,17000000,0,0,422000000,172800000,42300000,42300000,0.3,0.3,0.02,55800000,-71400000,19000000,3400000,106600000,73200000,31.57,41.13,22,0.0665,0.0421,9.59,3.39,105.23,0.34,0.1545,0.3178,0.63,0.1592,0.26,-0.13,2.4615
2000-09-30,138526350,138526350,1,2050500000,266000000,744500000,117000000,1289000000,17000000,0,0,410000000,149000000,25300000,25300000,0.18,0.18,0.025,35400000,-40600000,2800000,-2400000,103200000,42300000,37.01,43.13,30.88,0.0349,0.022,9.31,4.07,925.25,0.32,0.2993,0.3181,0.6286,0.0992,0.22,-0.05,2.2735
2000-06-30,138187735,138187735,1,1994900000,239000000,720900000,98000000,1257000000,17000000,0,0,410000000,116000000,14300000,14300000,0.1,0.1,0.025,27700000,-53300000,48600000,23000000,105600000,54100000,33.13,38.69,27.56,0.006,0.0038,9.1,3.69,None,0.29,1.7441,0.3262,0.6301,0.0203,0.19,-0.19,2.4388
2000-03-31,137887865,137887865,1,1930100000,200000000,673100000,102000000,1240000000,17000000,0,0,360000000,96000000,3100000,3100000,0.02,0.02,0.025,18900000,-70200000,-10500000,-61800000,82600000,86500000,28.57,36.88,20.25,-0.0134,-0.0084,8.99,3.18,None,0.27,None,0.2903,0.6425,None,0.17,-0.49,1.9608
1999-12-31,137294429,137294429,1,1983700000,273000000,732700000,134000000,1234000000,17000000,0,0,371000000,80600000,1100000,1100000,-0,-0,0.02,17200000,-56500000,-10600000,-49900000,144400000,45000000,19.94,25,14.88,0.0002,0.0002,8.99,2.22,99.7,0.24,43.4596,0.3006,0.6221,0.0008,0.18,-0.2,2.0373
1999-09-30,137307670,137307670,1,1971700000,298000000,719700000,124000000,1236000000,16000000,0,0,372000000,76000000,-11000000,-11000000,-0.08,-0.08,0.025,9800000,-63700000,-4500000,-58400000,194300000,64000000,20.93,24.81,17.06,0.0211,0.0133,9,2.3,29.9,0.22,0.4955,0.301,0.6269,0.0603,0.22,-0.39,2.4032
1999-06-30,137288984,137288984,1,1983300000,339800000,716100000,130600000,1250800000,16400000,0,0,373300000,79400000,-9800000,-9800000,-0.07,-0.07,0.025,19800000,-58800000,-3200000,-42200000,252700000,59000000,16.75,21.44,12.06,0.0773,0.0485,9.11,1.82,12.5,0.2,0.1354,0.2984,0.6307,0.1784,0.27,-0.29,2.6018
1999-03-31,137082632,137082632,1,1983300000,398100000,704300000,123700000,1262100000,16900000,0,0,374500000,127700000,20000000,20000000,0.15,0.15,0.025,68200000,-79500000,-23900000,-35200000,294900000,80100000,11.72,14.69,8.75,0.1504,0.0939,9.21,1.29,6.51,0.17,0.0703,0.2967,0.6364,0.2688,0.35,-0.09,3.2183
