"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TPNL","3PEA International, Inc.","7.7","359835722.4","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/tpnl",
"ACTG","Acacia Research Corporation","3.25","161355002.25","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/actg",
"ACN","Accenture plc","175.37","111856699203.86","n/a","2001","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/acn",
"AKAM","Akamai Technologies, Inc.","72.73","11870444906.81","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/akam",
"BABA","Alibaba Group Holding Limited","181.74","471103567048.92","n/a","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/baba",
"ALJJ","ALJ Regional Holdings, Inc.","1.57","59701502.95","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/aljj",
"ADS","Alliance Data Systems Corporation","175.53","9302683648.05","n/a","2001","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ads",
"ARTX","Arotech Corporation","3.07","81673030.51","n/a","1994","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artx",
"ATKR","Atkore International Group Inc.","22.06","1014329190.26","n/a","2016","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/atkr",
"RILY","B. Riley Financial, Inc.","17.17","457512558.31","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rily",
"RILYG","B. Riley Financial, Inc.","24.7","0","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyg",
"RILYH","B. Riley Financial, Inc.","25.95","0","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyh",
"RILYI","B. Riley Financial, Inc.","25.3119","0","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyi",
"RILYL","B. Riley Financial, Inc.","25.57","0","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyl",
"RILYZ","B. Riley Financial, Inc.","25.1808","0","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyz",
"BTN","Ballantyne Strong, Inc","1.81","26230682.9","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/btn",
